bus,nodes,kV_LN,x,y,native_service,AIDC_candidate,MESS_original_interface_candidate,MESS_phase_adapted_candidate,exclusion
x2991918b,"[1, 2]",0.12008885599144216,1663259.6083,12257489.318,False,False,False,False,transformer-secondary non-service node
x3008248a,"[1, 2]",0.12008885599144216,1663973.5493,12296076.411,False,False,False,False,transformer-secondary non-service node
x3160865a,"[1, 2]",0.12008885599144216,1685150.1929,12275007.456,False,False,False,False,transformer-secondary non-service node
x3029510b,"[1, 2]",0.12008885599144216,1660517.578,12284445.25,False,False,False,False,transformer-secondary non-service node
x2748126c,"[1, 2]",0.12008885599144216,1666189.559,12294083.011,False,False,False,False,transformer-secondary non-service node
x3216358a,"[1, 2]",0.12008885599144216,1665658.0908,12283320.32,False,False,False,False,transformer-secondary non-service node
x2936276b,"[1, 2]",0.12008885599144216,1691423.9501,12274415.121,False,False,False,False,transformer-secondary non-service node
x2729207c,"[1, 2]",0.12008885599144216,1669609.8747,12284625.789,False,False,False,False,transformer-secondary non-service node
x2897768c,"[1, 2]",0.12008885599144216,1678117.7582,12277952.062,False,False,False,False,transformer-secondary non-service node
x2917255c,"[1, 2]",0.12008885599144216,1683126.388,12278254.81,False,False,False,False,transformer-secondary non-service node
x2933120c,"[1, 2]",0.12008885599144216,1673667.016,12281635.738,False,False,False,False,transformer-secondary non-service node
x2684420b,"[1, 2]",0.12008885599144216,1668905.3586,12292486.62,False,False,False,False,transformer-secondary non-service node
x2766723a,"[1, 2]",0.12008885599144216,1664192.9516,12278339.58,False,False,False,False,transformer-secondary non-service node
x3104120b,"[1, 2]",0.12008885599144216,1673293.6082,12266509.349,False,False,False,False,transformer-secondary non-service node
x3066813b,"[1, 2]",0.12008885599144216,1672528.2788,12275125.83,False,False,False,False,transformer-secondary non-service node
x2822860b,"[1, 2]",0.12008885599144216,1668045.3297,12294429.41,False,False,False,False,transformer-secondary non-service node
x2933135a,"[1, 2]",0.12008885599144216,1681441.4329,12280349.918,False,False,False,False,transformer-secondary non-service node
x3649298a,"[1, 2]",0.12008885599144216,1668010.9274,12284267.484,False,False,False,False,transformer-secondary non-service node
x3104130b,"[1, 2]",0.12008885599144216,1665611.0195,12258961.339,False,False,False,False,transformer-secondary non-service node
x2785538a,"[1, 2]",0.12008885599144216,1673038.0301,12284691.932,False,False,False,False,transformer-secondary non-service node
x3122849b,"[1, 2]",0.12008885599144216,1668296.7585,12261398.93,False,False,False,False,transformer-secondary non-service node
x2879794a,"[1, 2]",0.12008885599144216,1684637.1484,12273382.638,False,False,False,False,transformer-secondary non-service node
x2879069a,"[1, 2]",0.12008885599144216,1670829.5119,12287767.741,False,False,False,False,transformer-secondary non-service node
x3104113a,"[1, 2]",0.12008885599144216,1671943.7386,12267667.17,False,False,False,False,transformer-secondary non-service node
x2861222a,"[1, 2]",0.12008885599144216,1684203.2305,12272877.892,False,False,False,False,transformer-secondary non-service node
x3141411c,"[1, 2]",0.12008885599144216,1662927.4678,12276584.649,False,False,False,False,transformer-secondary non-service node
x3178982a,"[1, 2]",0.12008885599144216,1662580.1106,12280373.482,False,False,False,False,transformer-secondary non-service node
x3029498c,"[1, 2]",0.12008885599144216,1678826.8291,12269978.71,False,False,False,False,transformer-secondary non-service node
x2952013a,"[1, 2]",0.12008885599144216,1665890.6084,12283009.672,False,False,False,False,transformer-secondary non-service node
x2860488b,"[1, 2]",0.12008885599144216,1663449.2081,12257487.119,False,False,False,False,transformer-secondary non-service node
x2691945c,"[1, 2]",0.12008885599144216,1675227.1619,12270097.159,False,False,False,False,transformer-secondary non-service node
x3214549a,"[1, 2]",0.12008885599144216,1680169.0637,12279489.201,False,False,False,False,transformer-secondary non-service node
x2710536a,"[1, 2]",0.12008885599144216,1664243.0088,12285211.095,False,False,False,False,transformer-secondary non-service node
x2804956a,"[1, 2]",0.12008885599144216,1681319.1591,12281246.151,False,False,False,False,transformer-secondary non-service node
x3160105c,"[1, 2]",0.12008885599144216,1674847.1719,12270119.101,False,False,False,False,transformer-secondary non-service node
x3010563a,"[1, 2]",0.12008885599144216,1662850.1189,12280100.168,False,False,False,False,transformer-secondary non-service node
x3649297a,"[1, 2]",0.12008885599144216,1667958.0767,12284065.444,False,False,False,False,transformer-secondary non-service node
x2823611a,"[1, 2]",0.12008885599144216,1691631.0889,12275427.89,False,False,False,False,transformer-secondary non-service node
x2860487c,"[1, 2]",0.12008885599144216,1675295.4299,12268398.24,False,False,False,False,transformer-secondary non-service node
x3197629b,"[1, 2]",0.12008885599144216,1669428.7905,12267110.749,False,False,False,False,transformer-secondary non-service node
x2691943b,"[1, 2]",0.12008885599144216,1671151.392,12294235.591,False,False,False,False,transformer-secondary non-service node
x2673311a,"[1, 2]",0.12008885599144216,1664168.5271,12284342.166,False,False,False,False,transformer-secondary non-service node
x2767343c,"[1, 2]",0.12008885599144216,1685992.7483,12286903.808,False,False,False,False,transformer-secondary non-service node
x2879063b,"[1, 2]",0.12008885599144216,1673467.8316,12278386.5,False,False,False,False,transformer-secondary non-service node
x3254219c,"[1, 2]",0.12008885599144216,1671885.1495,12264838.722,False,False,False,False,transformer-secondary non-service node
x3197653b,"[1, 2]",0.12008885599144216,1673294.2881,12287630.701,False,False,False,False,transformer-secondary non-service node
x3251806b,"[1, 2]",0.12008885599144216,1660108.789,12284166.939,False,False,False,False,transformer-secondary non-service node
x2673308b,"[1, 2]",0.12008885599144216,1673148.2821,12279476.7,False,False,False,False,transformer-secondary non-service node
x3254203b,"[1, 2]",0.12008885599144216,1668965.492,12295553.18,False,False,False,False,transformer-secondary non-service node
x2814529a,"[1, 2]",0.12008885599144216,1665711.9409,12278603.633,False,False,False,False,transformer-secondary non-service node
x2814529b,"[1, 2]",0.12008885599144216,1665711.9409,12278603.633,False,False,False,False,transformer-secondary non-service node
x2814529c,"[1, 2]",0.12008885599144216,1665711.9409,12278603.633,False,False,False,False,transformer-secondary non-service node
x2823592a,"[1, 2]",0.12008885599144216,1693407.2497,12276340.999,False,False,False,False,transformer-secondary non-service node
x2766718c,"[1, 2]",0.12008885599144216,1674345.4487,12267337.638,False,False,False,False,transformer-secondary non-service node
x2727795c,"[1, 2]",0.12008885599144216,1675436.3896,12268915.368,False,False,False,False,transformer-secondary non-service node
x2955055b,"[1, 2]",0.12008885599144216,1683560.2281,12271843.599,False,False,False,False,transformer-secondary non-service node
x2766722b,"[1, 2]",0.12008885599144216,1670438.7781,12275861.099,False,False,False,False,transformer-secondary non-service node
x2804957c,"[1, 2]",0.12008885599144216,1685883.2581,12287096.292,False,False,False,False,transformer-secondary non-service node
x3010570a,"[1, 2]",0.12008885599144216,1666797.8519,12261651.391,False,False,False,False,transformer-secondary non-service node
x3649299a,"[1, 2]",0.12008885599144216,1668012.9344,12284479.558,False,False,False,False,transformer-secondary non-service node
x2766717c,"[1, 2]",0.12008885599144216,1674328.6305,12266416.092,False,False,False,False,transformer-secondary non-service node
x3254870c,"[1, 2]",0.12008885599144216,1682034.8613,12277523.96,False,False,False,False,transformer-secondary non-service node
x2801895b,"[1, 2]",0.12008885599144216,1661009.7943,12256840.7,False,False,False,False,transformer-secondary non-service node
x2673320b,"[1, 2]",0.12008885599144216,1667911.8984,12278571.41,False,False,False,False,transformer-secondary non-service node
x3198358b,"[1, 2]",0.12008885599144216,1680624.4488,12271292.109,False,False,False,False,transformer-secondary non-service node
x3064514c,"[1, 2]",0.12008885599144216,1687045.7152,12285337.035,False,False,False,False,transformer-secondary non-service node
x2729429a,"[1, 2]",0.12008885599144216,1667409.8025,12279825.126,False,False,False,False,transformer-secondary non-service node
x2785525c,"[1, 2]",0.12008885599144216,1674745.9064,12269044.548,False,False,False,False,transformer-secondary non-service node
x2860492c,"[1, 2]",0.12008885599144216,1672554.2597,12266013.184,False,False,False,False,transformer-secondary non-service node
x2973154a,"[1, 2]",0.12008885599144216,1670831.3306,12287978.001,False,False,False,False,transformer-secondary non-service node
x2691973a,"[1, 2]",0.12008885599144216,1667639.5881,12285338.53,False,False,False,False,transformer-secondary non-service node
x3085394c,"[1, 2]",0.12008885599144216,1679339.7097,12273164.981,False,False,False,False,transformer-secondary non-service node
x2897791b,"[1, 2]",0.12008885599144216,1673690.7809,12288009.298,False,False,False,False,transformer-secondary non-service node
x2726983a,"[1, 2]",0.12008885599144216,1665138.8859,12294121.989,False,False,False,False,transformer-secondary non-service node
x2711234b,"[1, 2]",0.12008885599144216,1681592.9193,12271013.061,False,False,False,False,transformer-secondary non-service node
x3178980c,"[1, 2]",0.12008885599144216,1667824.3013,12262407.418,False,False,False,False,transformer-secondary non-service node
x3728039a,"[1, 2]",0.12008885599144216,1669418.1041,12279773.885,False,False,False,False,transformer-secondary non-service node
x2786266a,"[1, 2]",0.12008885599144216,1688280.9582,12275362.952,False,False,False,False,transformer-secondary non-service node
x2954338b,"[1, 2]",0.12008885599144216,1661457.7984,12283717.399,False,False,False,False,transformer-secondary non-service node
x3254869b,"[1, 2]",0.12008885599144216,1682312.6807,12277646.439,False,False,False,False,transformer-secondary non-service node
x3198356c,"[1, 2]",0.12008885599144216,1680575.4483,12273443.55,False,False,False,False,transformer-secondary non-service node
x2730163c,"[1, 2]",0.12008885599144216,1683715.2699,12273327.121,False,False,False,False,transformer-secondary non-service node
x3048965b,"[1, 2]",0.12008885599144216,1686597.6087,12275382.031,False,False,False,False,transformer-secondary non-service node
x3010561a,"[1, 2]",0.12008885599144216,1673093.7357,12278665.737,False,False,False,False,transformer-secondary non-service node
x3160102b,"[1, 2]",0.12008885599144216,1663134.5083,12284971.938,False,False,False,False,transformer-secondary non-service node
x3066806c,"[1, 2]",0.12008885599144216,1679081.2808,12275088.389,False,False,False,False,transformer-secondary non-service node
x3216361b,"[1, 2]",0.12008885599144216,1664843.8797,12290768.442,False,False,False,False,transformer-secondary non-service node
x2879092c,"[1, 2]",0.12008885599144216,1662848.1487,12276407.759,False,False,False,False,transformer-secondary non-service node
x3104117c,"[1, 2]",0.12008885599144216,1674265.462,12281870.472,False,False,False,False,transformer-secondary non-service node
x2935568b,"[1, 2]",0.12008885599144216,1670890.5956,12291702.981,False,False,False,False,transformer-secondary non-service node
x2710530b,"[1, 2]",0.12008885599144216,1673480.222,12286561.252,False,False,False,False,transformer-secondary non-service node
x2841618a,"[1, 2]",0.12008885599144216,1674145.3509,12274464.351,False,False,False,False,transformer-secondary non-service node
x3728043a,"[1, 2]",0.12008885599144216,1670081.611,12279626.957,False,False,False,False,transformer-secondary non-service node
x2897765b,"[1, 2]",0.12008885599144216,1668497.1594,12291965.678,False,False,False,False,transformer-secondary non-service node
x2804283a,"[1, 2]",0.12008885599144216,1672917.1817,12268072.829,False,False,False,False,transformer-secondary non-service node
x3150961c,"[1, 2]",0.12008885599144216,1682014.7664,12275979.101,False,False,False,False,transformer-secondary non-service node
x2859391b,"[1, 2]",0.12008885599144216,1662337.4881,12281385.313,False,False,False,False,transformer-secondary non-service node
x3254206b,"[1, 2]",0.12008885599144216,1661030.6102,12283715.982,False,False,False,False,transformer-secondary non-service node
x3104122a,"[1, 2]",0.12008885599144216,1673200.8092,12268132.021,False,False,False,False,transformer-secondary non-service node
x3254218a,"[1, 2]",0.12008885599144216,1672379.6882,12265166.111,False,False,False,False,transformer-secondary non-service node
x2804255b,"[1, 2]",0.12008885599144216,1670634.7308,12286195.491,False,False,False,False,transformer-secondary non-service node
x2766748a,"[1, 2]",0.12008885599144216,1664535.6475,12284925.428,False,False,False,False,transformer-secondary non-service node
x2691938b,"[1, 2]",0.12008885599144216,1659705.5788,12284240.249,False,False,False,False,transformer-secondary non-service node
x3027671a,"[1, 2]",0.12008885599144216,1680209.8476,12280197.792,False,False,False,False,transformer-secondary non-service node
x2860501b,"[1, 2]",0.12008885599144216,1670560.7693,12288681.538,False,False,False,False,transformer-secondary non-service node
x2897764b,"[1, 2]",0.12008885599144216,1663363.5812,12257094.632,False,False,False,False,transformer-secondary non-service node
x3068944b,"[1, 2]",0.12008885599144216,1683013.9323,12272726.053,False,False,False,False,transformer-secondary non-service node
x2897781a,"[1, 2]",0.12008885599144216,1671435.679,12265414.362,False,False,False,False,transformer-secondary non-service node
x2748132a,"[1, 2]",0.12008885599144216,1670151.8287,12271940.821,False,False,False,False,transformer-secondary non-service node
x2766727b,"[1, 2]",0.12008885599144216,1665776.4897,12260757.799,False,False,False,False,transformer-secondary non-service node
x2954339b,"[1, 2]",0.12008885599144216,1661970.6586,12256750.588,False,False,False,False,transformer-secondary non-service node
x2673316a,"[1, 2]",0.12008885599144216,1678277.5391,12269589.001,False,False,False,False,transformer-secondary non-service node
x3649304a,"[1, 2]",0.12008885599144216,1668017.6202,12285305.779,False,False,False,False,transformer-secondary non-service node
x2710508b,"[1, 2]",0.12008885599144216,1668378.3386,12294740.779,False,False,False,False,transformer-secondary non-service node
x2710520a,"[1, 2]",0.12008885599144216,1673010.3207,12265145.09,False,False,False,False,transformer-secondary non-service node
x3010567c,"[1, 2]",0.12008885599144216,1675575.5881,12270365.819,False,False,False,False,transformer-secondary non-service node
x2876798b,"[1, 2]",0.12008885599144216,1674028.66,12278355.891,False,False,False,False,transformer-secondary non-service node
x3253570c,"[1, 2]",0.12008885599144216,1692040.7995,12281559.782,False,False,False,False,transformer-secondary non-service node
x3216350a,"[1, 2]",0.12008885599144216,1663681.8322,12276741.317,False,False,False,False,transformer-secondary non-service node
x2804257b,"[1, 2]",0.12008885599144216,1664777.5982,12292311.049,False,False,False,False,transformer-secondary non-service node
x3048937c,"[1, 2]",0.12008885599144216,1685790.5902,12287268.631,False,False,False,False,transformer-secondary non-service node
x2748157a,"[1, 2]",0.12008885599144216,1672048.3505,12283984.09,False,False,False,False,transformer-secondary non-service node
x3008237c,"[1, 2]",0.12008885599144216,1675485.1198,12286113.104,False,False,False,False,transformer-secondary non-service node
x3235258a,"[1, 2]",0.12008885599144216,1667509.8104,12278933.537,False,False,False,False,transformer-secondary non-service node
x3235258b,"[1, 2]",0.12008885599144216,1667509.8104,12278933.537,False,False,False,False,transformer-secondary non-service node
x3235258c,"[1, 2]",0.12008885599144216,1667509.8104,12278933.537,False,False,False,False,transformer-secondary non-service node
x2766738c,"[1, 2]",0.12008885599144216,1674186.8516,12284222.01,False,False,False,False,transformer-secondary non-service node
x2691948b,"[1, 2]",0.12008885599144216,1669591.9834,12275837.248,False,False,False,False,transformer-secondary non-service node
x2674052c,"[1, 2]",0.12008885599144216,1681654.2323,12273664.697,False,False,False,False,transformer-secondary non-service node
x3160868b,"[1, 2]",0.12008885599144216,1686519.7069,12272958.649,False,False,False,False,transformer-secondary non-service node
x3048889c,"[1, 2]",0.12008885599144216,1687972.681,12284190.954,False,False,False,False,transformer-secondary non-service node
x3236004c,"[1, 2]",0.12008885599144216,1683592.4514,12277404.631,False,False,False,False,transformer-secondary non-service node
x3235255b,"[1, 2]",0.12008885599144216,1670860.2606,12263685.751,False,False,False,False,transformer-secondary non-service node
x3067447a,"[1, 2]",0.12008885599144216,1681287.2307,12280617.137,False,False,False,False,transformer-secondary non-service node
x2989432b,"[1, 2]",0.12008885599144216,1670986.5813,12291021.124,False,False,False,False,transformer-secondary non-service node
x2973164a,"[1, 2]",0.12008885599144216,1667602.8306,12262647.309,False,False,False,False,transformer-secondary non-service node
x3010565c,"[1, 2]",0.12008885599144216,1676187.3093,12269540.18,False,False,False,False,transformer-secondary non-service node
x2689678b,"[1, 2]",0.12008885599144216,1668868.5601,12266355.11,False,False,False,False,transformer-secondary non-service node
x2748840b,"[1, 2]",0.12008885599144216,1692309.7797,12272449.88,False,False,False,False,transformer-secondary non-service node
x2989566b,"[1, 2]",0.12008885599144216,1681179.6247,12279294.018,False,False,False,False,transformer-secondary non-service node
x3141388c,"[1, 2]",0.12008885599144216,1675871.348,12267163.448,False,False,False,False,transformer-secondary non-service node
x2673317a,"[1, 2]",0.12008885599144216,1667542.4883,12275364.84,False,False,False,False,transformer-secondary non-service node
x2822870c,"[1, 2]",0.12008885599144216,1668098.8562,12280755.254,False,False,False,False,transformer-secondary non-service node
x2745799c,"[1, 2]",0.12008885599144216,1665041.7656,12285371.171,False,False,False,False,transformer-secondary non-service node
x2786274c,"[1, 2]",0.12008885599144216,1681746.0483,12271928.66,False,False,False,False,transformer-secondary non-service node
x2897772a,"[1, 2]",0.12008885599144216,1669390.579,12264828.199,False,False,False,False,transformer-secondary non-service node
x2935566c,"[1, 2]",0.12008885599144216,1675900.2698,12285561.631,False,False,False,False,transformer-secondary non-service node
x3091052a,"[1, 2]",0.12008885599144216,1669880.8579,12272140.26,False,False,False,False,transformer-secondary non-service node
x3010566c,"[1, 2]",0.12008885599144216,1674212.7015,12269531.939,False,False,False,False,transformer-secondary non-service node
x3104131a,"[1, 2]",0.12008885599144216,1667353.3187,12261974.909,False,False,False,False,transformer-secondary non-service node
x3216336a,"[1, 2]",0.12008885599144216,1666425.8081,12286634.66,False,False,False,False,transformer-secondary non-service node
x2858166a,"[1, 2]",0.12008885599144216,1670258.6197,12282586.862,False,False,False,False,transformer-secondary non-service node
x2748128c,"[1, 2]",0.12008885599144216,1678086.5795,12276612.309,False,False,False,False,transformer-secondary non-service node
x2673318c,"[1, 2]",0.12008885599144216,1671669.4992,12282532.361,False,False,False,False,transformer-secondary non-service node
x2973169a,"[1, 2]",0.12008885599144216,1663567.7668,12280407.872,False,False,False,False,transformer-secondary non-service node
x3160106a,"[1, 2]",0.12008885599144216,1667640.8783,12276594.701,False,False,False,False,transformer-secondary non-service node
x2842384c,"[1, 2]",0.12008885599144216,1687523.7307,12275440.559,False,False,False,False,transformer-secondary non-service node
x2767341c,"[1, 2]",0.12008885599144216,1682259.8178,12277926.429,False,False,False,False,transformer-secondary non-service node
x3189188c,"[1, 2]",0.12008885599144216,1665775.6787,12278133.826,False,False,False,False,transformer-secondary non-service node
x2710544a,"[1, 2]",0.12008885599144216,1671453.1484,12273172.984,False,False,False,False,transformer-secondary non-service node
x3160123a,"[1, 2]",0.12008885599144216,1673733.1827,12278197.511,False,False,False,False,transformer-secondary non-service node
x2991927b,"[1, 2]",0.12008885599144216,1660089.3207,12284845.478,False,False,False,False,transformer-secondary non-service node
x3122847a,"[1, 2]",0.12008885599144216,1665252.8817,12282384.094,False,False,False,False,transformer-secondary non-service node
x3008232b,"[1, 2]",0.12008885599144216,1665294.1939,12288155.628,False,False,False,False,transformer-secondary non-service node
x3179607b,"[1, 2]",0.12008885599144216,1681591.412,12278164.112,False,False,False,False,transformer-secondary non-service node
x2673346c,"[1, 2]",0.12008885599144216,1670205.47,12263062.34,False,False,False,False,transformer-secondary non-service node
x3104127b,"[1, 2]",0.12008885599144216,1672224.3105,12273627.202,False,False,False,False,transformer-secondary non-service node
x3195321a,"[1, 2]",0.12008885599144216,1682828.0313,12282062.234,False,False,False,False,transformer-secondary non-service node
x2673303c,"[1, 2]",0.12008885599144216,1674036.512,12281160.381,False,False,False,False,transformer-secondary non-service node
x2895461a,"[1, 2]",0.12008885599144216,1665730.5982,12280658.928,False,False,False,False,transformer-secondary non-service node
x3027116a,"[1, 2]",0.12008885599144216,1669502.0598,12262370.689,False,False,False,False,transformer-secondary non-service node
x2992657a,"[1, 2]",0.12008885599144216,1684541.5068,12273131.336,False,False,False,False,transformer-secondary non-service node
x3104154c,"[1, 2]",0.12008885599144216,1674737.8209,12278111.462,False,False,False,False,transformer-secondary non-service node
x3010580b,"[1, 2]",0.12008885599144216,1664172.1111,12292903.609,False,False,False,False,transformer-secondary non-service node
x3727710a,"[1, 2]",0.12008885599144216,1669327.0213,12280441.385,False,False,False,False,transformer-secondary non-service node
x2692664c,"[1, 2]",0.12008885599144216,1680814.2206,12272574.731,False,False,False,False,transformer-secondary non-service node
x3215385a,"[1, 2]",0.12008885599144216,1678640.0023,12270171.431,False,False,False,False,transformer-secondary non-service node
x3215385b,"[1, 2]",0.12008885599144216,1678640.0023,12270171.431,False,False,False,False,transformer-secondary non-service node
x3215385c,"[1, 2]",0.12008885599144216,1678640.0023,12270171.431,False,False,False,False,transformer-secondary non-service node
x2860493a,"[1, 2]",0.12008885599144216,1664969.7702,12279012.348,False,False,False,False,transformer-secondary non-service node
x3177881c,"[1, 2]",0.12008885599144216,1663060.4362,12283703.227,False,False,False,False,transformer-secondary non-service node
x3727709a,"[1, 2]",0.12008885599144216,1669545.7518,12280349.635,False,False,False,False,transformer-secondary non-service node
x2785528b,"[1, 2]",0.12008885599144216,1671706.3099,12266075.71,False,False,False,False,transformer-secondary non-service node
x2973171b,"[1, 2]",0.12008885599144216,1675058.0585,12286954.202,False,False,False,False,transformer-secondary non-service node
x2785523c,"[1, 2]",0.12008885599144216,1675747.5013,12267466.15,False,False,False,False,transformer-secondary non-service node
x3649300a,"[1, 2]",0.12008885599144216,1668013.6062,12284692.3,False,False,False,False,transformer-secondary non-service node
x2748133c,"[1, 2]",0.12008885599144216,1674501.109,12271739.56,False,False,False,False,transformer-secondary non-service node
x3233353a,"[1, 2]",0.12008885599144216,1666090.3294,12279964.607,False,False,False,False,transformer-secondary non-service node
x2785547b,"[1, 2]",0.12008885599144216,1669457.6796,12276195.226,False,False,False,False,transformer-secondary non-service node
x2897800b,"[1, 2]",0.12008885599144216,1670775.9977,12291030.729,False,False,False,False,transformer-secondary non-service node
x2991939b,"[1, 2]",0.12008885599144216,1673364.7885,12279177.331,False,False,False,False,transformer-secondary non-service node
x2948732b,"[1, 2]",0.12008885599144216,1657769.1374,12283586.098,False,False,False,False,transformer-secondary non-service node
x0247162b,"[1, 2]",0.12008885599144216,1668209.15860312,12267647.6089289,False,False,False,False,transformer-secondary non-service node
x2879065b,"[1, 2]",0.12008885599144216,1669150.709,12266863.002,False,False,False,False,transformer-secondary non-service node
x3104121a,"[1, 2]",0.12008885599144216,1672023.5697,12267739.911,False,False,False,False,transformer-secondary non-service node
x2763153a,"[1, 2]",0.12008885599144216,1668874.356,12261838.041,False,False,False,False,transformer-secondary non-service node
x2766724c,"[1, 2]",0.12008885599144216,1667883.2591,12280454.91,False,False,False,False,transformer-secondary non-service node
x2805031c,"[1, 2]",0.12008885599144216,1683086.71,12273149.26,False,False,False,False,transformer-secondary non-service node
x2805036b,"[1, 2]",0.12008885599144216,1680700.4214,12266761.249,False,False,False,False,transformer-secondary non-service node
x3197625c,"[1, 2]",0.12008885599144216,1678957.8683,12283386.069,False,False,False,False,transformer-secondary non-service node
x3142049c,"[1, 2]",0.12008885599144216,1681071.6583,12281234.17,False,False,False,False,transformer-secondary non-service node
x3342743c,"[1, 2]",0.12008885599144216,1668577.3632,12284135.457,False,False,False,False,transformer-secondary non-service node
x2785524c,"[1, 2]",0.12008885599144216,1675651.827,12269487.113,False,False,False,False,transformer-secondary non-service node
x2973166c,"[1, 2]",0.12008885599144216,1665190.7617,12277941.019,False,False,False,False,transformer-secondary non-service node
x3225319b,"[1, 2]",0.12008885599144216,1662235.7066,12256497.066,False,False,False,False,transformer-secondary non-service node
x3270814a,"[1, 2]",0.12008885599144216,1666513.3069,12287158.248,False,False,False,False,transformer-secondary non-service node
x3122814c,"[1, 2]",0.12008885599144216,1670205.171,12286954.73,False,False,False,False,transformer-secondary non-service node
x2897770c,"[1, 2]",0.12008885599144216,1679409.8087,12276647.289,False,False,False,False,transformer-secondary non-service node
x3197634b,"[1, 2]",0.12008885599144216,1663500.1992,12285885.268,False,False,False,False,transformer-secondary non-service node
x3030204a,"[1, 2]",0.12008885599144216,1691400.861,12275279.479,False,False,False,False,transformer-secondary non-service node
x3102286b,"[1, 2]",0.12008885599144216,1680133.1664,12279984.89,False,False,False,False,transformer-secondary non-service node
x2801909c,"[1, 2]",0.12008885599144216,1694009.9024,12277496.001,False,False,False,False,transformer-secondary non-service node
x3122811a,"[1, 2]",0.12008885599144216,1673706.7799,12276507.882,False,False,False,False,transformer-secondary non-service node
x2822869a,"[1, 2]",0.12008885599144216,1668731.1434,12281507.689,False,False,False,False,transformer-secondary non-service node
x3086098a,"[1, 2]",0.12008885599144216,1689008.5184,12275113.829,False,False,False,False,transformer-secondary non-service node
x3120504a,"[1, 2]",0.12008885599144216,1662166.5702,12294162.383,False,False,False,False,transformer-secondary non-service node
x3727712a,"[1, 2]",0.12008885599144216,1669978.5639,12280154.174,False,False,False,False,transformer-secondary non-service node
x3101789a,"[1, 2]",0.12008885599144216,1663005.1525,12280793.633,False,False,False,False,transformer-secondary non-service node
x3254210c,"[1, 2]",0.12008885599144216,1673514.5915,12266982.728,False,False,False,False,transformer-secondary non-service node
x2730187a,"[1, 2]",0.12008885599144216,1688769.5209,12274943.951,False,False,False,False,transformer-secondary non-service node
x3216367b,"[1, 2]",0.12008885599144216,1673516.2709,12278909.621,False,False,False,False,transformer-secondary non-service node
x2710509c,"[1, 2]",0.12008885599144216,1678928.9874,12274859.93,False,False,False,False,transformer-secondary non-service node
x3066805a,"[1, 2]",0.12008885599144216,1674601.0514,12274500.449,False,False,False,False,transformer-secondary non-service node
x3197661c,"[1, 2]",0.12008885599144216,1668564.6943,12285273.625,False,False,False,False,transformer-secondary non-service node
x3179608c,"[1, 2]",0.12008885599144216,1681992.4514,12283849.921,False,False,False,False,transformer-secondary non-service node
x2916234a,"[1, 2]",0.12008885599144216,1669698.9914,12273931.051,False,False,False,False,transformer-secondary non-service node
x3085402a,"[1, 2]",0.12008885599144216,1667723.9903,12263233.549,False,False,False,False,transformer-secondary non-service node
x2875754c,"[1, 2]",0.12008885599144216,1681062.9174,12272155.808,False,False,False,False,transformer-secondary non-service node
x2860478b,"[1, 2]",0.12008885599144216,1661550.2984,12284136.469,False,False,False,False,transformer-secondary non-service node
x2766732b,"[1, 2]",0.12008885599144216,1668128.2983,12267833.549,False,False,False,False,transformer-secondary non-service node
x3198355b,"[1, 2]",0.12008885599144216,1681981.7403,12271041.889,False,False,False,False,transformer-secondary non-service node
x3065665a,"[1, 2]",0.12008885599144216,1681318.2498,12281877.689,False,False,False,False,transformer-secondary non-service node
x2897771b,"[1, 2]",0.12008885599144216,1679981.3973,12271675.27,False,False,False,False,transformer-secondary non-service node
x2785516b,"[1, 2]",0.12008885599144216,1679346.1609,12266512.331,False,False,False,False,transformer-secondary non-service node
x2729206c,"[1, 2]",0.12008885599144216,1669892.3963,12283914.412,False,False,False,False,transformer-secondary non-service node
x3195310a,"[1, 2]",0.12008885599144216,1667322.0416,12263268.84,False,False,False,False,transformer-secondary non-service node
x3232301c,"[1, 2]",0.12008885599144216,1674373.1623,12273205.416,False,False,False,False,transformer-secondary non-service node
x3048946c,"[1, 2]",0.12008885599144216,1688901.3794,12277121.921,False,False,False,False,transformer-secondary non-service node
x2861157c,"[1, 2]",0.12008885599144216,1691685.492,12281568.232,False,False,False,False,transformer-secondary non-service node
x3029183b,"[1, 2]",0.12008885599144216,1668278.7034,12279283.97,False,False,False,False,transformer-secondary non-service node
x3085396a,"[1, 2]",0.12008885599144216,1673429.9804,12265072.432,False,False,False,False,transformer-secondary non-service node
x2748146a,"[1, 2]",0.12008885599144216,1673885.4188,12268381.508,False,False,False,False,transformer-secondary non-service node
x2691954b,"[1, 2]",0.12008885599144216,1668468.1311,12261521.429,False,False,False,False,transformer-secondary non-service node
x2895449c,"[1, 2]",0.12008885599144216,1670160.4877,12285766.292,False,False,False,False,transformer-secondary non-service node
x2991911c,"[1, 2]",0.12008885599144216,1675974.4115,12268742.362,False,False,False,False,transformer-secondary non-service node
x2785515c,"[1, 2]",0.12008885599144216,1677459.8587,12280283.12,False,False,False,False,transformer-secondary non-service node
x2804262a,"[1, 2]",0.12008885599144216,1666838.9594,12284485.092,False,False,False,False,transformer-secondary non-service node
x0247160b,"[1, 2]",0.12008885599144216,1668577.95015546,12267580.7785928,False,False,False,False,transformer-secondary non-service node
x2785537a,"[1, 2]",0.12008885599144216,1672259.2208,12284478.87,False,False,False,False,transformer-secondary non-service node
