element_id,element_type,element_status,from_bus,to_bus,phases_available,rating_A,x_from,y_from,x_to,y_to,num_phases,is_switch,is_disabled
Line.ln6268990-2,LINE,ACTIVE,m1047613,m1047612,3,400.0,,,,,1,,False
Line.ln5742828-2,LINE,ACTIVE,l2801909,m1209814,1.2.3,400.0,,,,,3,,False
Line.ln6061815-1,LINE,ACTIVE,m1108398,m1108395,1.2.3,400.0,,,,,3,,False
Line.ln5956476-1,LINE,ACTIVE,m1026487,l2897784,2,400.0,,,,,1,,False
Line.ln6290208-1,LINE,ACTIVE,m1047831,l3178974,2,400.0,,,,,1,,False
Line.ln5865235-3,LINE,ACTIVE,n1137986,m1047732,1.2.3,400.0,,,,,3,,False
Line.ln5532735-1,LINE,ACTIVE,l2673300,m1008753,2,400.0,,,,,1,,False
Line.ln5686078-2,LINE,ACTIVE,m1108263,n1142112,2,400.0,,,,,1,,False
Line.ln6077800-1,LINE,ACTIVE,l2748131,l2729427,2,400.0,,,,,1,,False
Line.ln6047580-2,LINE,ACTIVE,m1026681,l3048221,1.2.3,400.0,,,,,3,,False
Line.ln6411369-1,LINE,ACTIVE,l2785518,l2766717,3,400.0,,,,,1,,False
Line.ln6138605-1,LINE,ACTIVE,l3216347,l2785523,3,400.0,,,,,1,,False
Line.ln6290210-1,LINE,ACTIVE,m1026979,m1026984,1.2.3,400.0,,,,,3,,False
Line.ln5593245-1,LINE,ACTIVE,m1069632,l2954361,2,400.0,,,,,1,,False
Line.ln6896673-6,LINE,ACTIVE,m3763619,m3763624,1.2.3,400.0,,,,,3,,False
Line.ln6108126-1,LINE,ACTIVE,m1069169,l2879064,1,400.0,,,,,1,,False
Line.ln5776666-1,LINE,ACTIVE,m1026960,m1026961,1,400.0,,,,,1,,False
Line.ln6230805-1,LINE,ACTIVE,m1108352,m1108356,3,400.0,,,,,1,,False
Line.ln5500978-1,LINE,ACTIVE,m1108258,l3195318,2,400.0,,,,,1,,False
Line.ln5686489-1,LINE,ACTIVE,m1108316,196-35541,3,400.0,,,,,1,,False
Line.ln5867683-3,LINE,ACTIVE,n1136996,m1047649,1.2.3,400.0,,,,,3,,False
Line.ln5744330-1,LINE,ACTIVE,l2860482,l3254204,1,400.0,,,,,1,,False
Line.ln6167732-3,LINE,ACTIVE,n1134472,l2973148,1,400.0,,,,,1,,False
Line.ln5744352-1,LINE,ACTIVE,m1069590,l2801902,2,400.0,,,,,1,,False
Line.ln6229804-1,LINE,ACTIVE,l2860488,m1026308,2,400.0,,,,,1,,False
Line.ln6318767-1,LINE,ACTIVE,e206217,m1125969,1.2.3,400.0,,,,,3,,False
Line.ln5593249-1,LINE,ACTIVE,m1069181,l2748146,1,400.0,,,,,1,,False
Line.ln6259994-3,LINE,ACTIVE,m1026646,n1139549,1,400.0,,,,,1,,False
Line.ln5924721-1,LINE,ACTIVE,m1027087,m1027091,1,400.0,,,,,1,,False
Line.ln6292463-1,LINE,ACTIVE,p827496,m1108262,2,400.0,,,,,1,,False
Line.ln5472372-1,LINE,ACTIVE,m1047326,m1047338,1,400.0,,,,,1,,False
Line.ln6077815-5,LINE,ACTIVE,l3784018,n1136028,1.2.3,400.0,,,,,3,,False
Line.ln5532745-1,LINE,ACTIVE,m1026969,m1026972,2,400.0,,,,,1,,False
Line.ln6411394-2,LINE,ACTIVE,m1026859,n1138593,1,400.0,,,,,1,,False
Line.ln5985339-1,LINE,ACTIVE,p827534,m1069130,1,400.0,,,,,1,,False
Line.ln5744327-1,LINE,ACTIVE,m1047834,l3197624,2,400.0,,,,,1,,False
Line.ln5502556-1,LINE,ACTIVE,m1069557,m1069558,2,400.0,,,,,1,,False
Line.ln6138623-1,LINE,ACTIVE,m1069504,l3197654,1,400.0,,,,,1,,False
Line.ln5714055-1,LINE,ACTIVE,m1047344,l2897772,1,400.0,,,,,1,,False
Line.ln5472353-1,LINE,ACTIVE,m1047831,l2710505,2,400.0,,,,,1,,False
Line.ln6076243-1,LINE,ACTIVE,m1069564,p901933,1,400.0,,,,,1,,False
Line.ln5895789-3,LINE,ACTIVE,r18243,n1139552,1.2.3,400.0,,,,,3,,False
Line.ln6350534-1,LINE,ACTIVE,m1047374,l2879065,2,400.0,,,,,1,,False
Line.ln5683859-1,LINE,ACTIVE,m1026805,l3010585,1,400.0,,,,,1,,False
Line.ln5894220-1,LINE,ACTIVE,m1108258,m1108257,2,400.0,,,,,1,,False
Line.ln5805804-1,LINE,ACTIVE,m1166364,m1166358,3,400.0,,,,,1,,False
Line.ln5752776-3,LINE,ACTIVE,n1136671,m1047593,1.2.3,400.0,,,,,3,,False
Line.ln5563943-1,LINE,ACTIVE,m1166362,l2898522,1,400.0,,,,,1,,False
Line.ln5866186-1,LINE,ACTIVE,m1209822,l2992556,3,400.0,,,,,1,,False
Line.ln5682339-1,LINE,ACTIVE,m1047507,196-35813,1.2.3,400.0,,,,,3,,False
Line.ln6318771-1,LINE,ACTIVE,m1166407,l3064514,3,400.0,,,,,1,,False
Line.ln6199523-3,LINE,ACTIVE,n1140831,l3141402,3,400.0,,,,,1,,False
Line.ln5818176-1,LINE,ACTIVE,l2673322,l2859391,2,400.0,,,,,1,,False
Line.ln6290218-1,LINE,ACTIVE,m1026366,l2860489,1,400.0,,,,,1,,False
Line.ln5473449-1,LINE,ACTIVE,l2936279,l3179678,1.2.3,400.0,,,,,3,,False
Line.ln5653460-5,LINE,ACTIVE,l3216345,m3768670,1.2.3,400.0,,,,,3,,False
Line.ln6108124-1,LINE,ACTIVE,m1026987,m1026989,2,400.0,,,,,1,,False
Line.ln5593223-1,LINE,ACTIVE,l2935553,m1026987,2,400.0,,,,,1,,False
Line.ln5776672-1,LINE,ACTIVE,p827574,l3160123,1,400.0,,,,,1,,False
Line.ln5565229-1,LINE,ACTIVE,m1108484,p829797,1,400.0,,,,,1,,False
Line.ln6200528-1,LINE,ACTIVE,m1209752,m1209751,2,400.0,,,,,1,,False
Line.ln6290215-1,LINE,ACTIVE,m1026780,m1026774,1.2.3,400.0,,,,,3,,False
Line.ln5623417-1,LINE,ACTIVE,l2710514,m1047787,2,400.0,,,,,1,,False
Line.ln5865267-1,LINE,ACTIVE,m1026989,l2673343,2,400.0,,,,,1,,False
Line.ln6076240-1,LINE,ACTIVE,m1047825,l2726975,2,400.0,,,,,1,,False
Line.ln6900592-3,LINE,ACTIVE,m3772794,l3649306,1,400.0,,,,,1,,False
Line.ln6200532-1,LINE,ACTIVE,m1142818,l2955074,1.2.3,400.0,,,,,3,,False
Line.ln6109148-1,LINE,ACTIVE,l2879767,l2767407,2,400.0,,,,,1,,False
Line.ln6411005-2,LINE,ACTIVE,m1108380,l2898495,1.2.3,400.0,,,,,3,,False
Line.ln5957412-1,LINE,ACTIVE,m1126031,l2730107,3,400.0,,,,,1,,False
Line.ln7061777-3,LINE,ACTIVE,m4113347,n1138606,3,400.0,,,,,1,,False
Line.ln6229785-1,LINE,ACTIVE,m1008733,l3216339,2,400.0,,,,,1,,False
Line.ln0247162_sw,LINE,ACTIVE,d5472341-1_int,f739842,2,400.0,,,,,1,,False
Line.ln5472341-1,LINE,ACTIVE,m1026472,d5472341-1_int,2,400.0,,,,,1,,False
Line.ln6260017-1,LINE,ACTIVE,l2897792,l2785538,1,400.0,,,,,1,,False
Line.ln6076245-1,LINE,ACTIVE,l2989564,l2897789,2,400.0,,,,,1,,False
Line.ln5562934-1,LINE,ACTIVE,m1026800,m1026797,1.2.3,400.0,,,,,3,,False
Line.ln81098881-1,LINE,ACTIVE,m1089185,p850083,1.2.3,190.0,,,,,3,,False
Line.ln5894226-3,LINE,ACTIVE,m1166393,l2745811,3,400.0,,,,,1,,False
Line.ln5623394-1,LINE,ACTIVE,m1047388,l2729407,2,400.0,,,,,1,,False
Line.ln6140775-5,LINE,ACTIVE,n1140527,l3342743,3,400.0,,,,,1,,False
Line.ln6440004-3,LINE,ACTIVE,n1147861,l3122818,3,400.0,,,,,1,,False
Line.ln6413566-1,LINE,ACTIVE,p903360,m1047430,1,400.0,,,,,1,,False
Line.ln6350546-1,LINE,ACTIVE,m1047325,m1047324,1.2.3,400.0,,,,,3,,False
Line.ln5531325-1,LINE,ACTIVE,l2876846,l3048203,2,400.0,,,,,1,,False
Line.ln5623397-1,LINE,ACTIVE,m1047755,m1047751,1,400.0,,,,,1,,False
Line.ln81018877-2,LINE,ACTIVE,p873800,221-306686,3,220.0,,,,,1,,False
Line.ln5532768-1,LINE,ACTIVE,l2748144,m1069533,1.2.3,400.0,,,,,3,,False
Line.ln6506305-2,LINE,ACTIVE,l3086079,l2936276,2,400.0,,,,,1,,False
Line.ln5472388-1,LINE,ACTIVE,l3085410,l2860499,2,400.0,,,,,1,,False
Line.ln6049823-1,LINE,ACTIVE,p827564,m1069348,3,400.0,,,,,1,,False
Line.ln5829831-1,LINE,ACTIVE,m1047485,l3122821,1.2.3,400.0,,,,,3,,False
Line.ln5562937-2,LINE,ACTIVE,m1026347,n1145956,1,400.0,,,,,1,,False
Line.ln6047574-2,LINE,ACTIVE,m1047534,n1136661,3,400.0,,,,,1,,False
Line.ln6170336-1,LINE,ACTIVE,m1166358,l3030205,3,400.0,,,,,1,,False
Line.ln6260020-1,LINE,ACTIVE,m1026655,m1009651,1.2.3,400.0,,,,,3,,False
Line.ln6137794-1,LINE,ACTIVE,p903490,m1125961,3,400.0,,,,,1,,False
Line.ln6076266-1,LINE,ACTIVE,m1027123,l3008248,1,400.0,,,,,1,,False
Line.ln5956462-1,LINE,ACTIVE,m1108344,l2804250,3,400.0,,,,,1,,False
Line.ln6229806-1,LINE,ACTIVE,l2954354,l2673321,1,400.0,,,,,1,,False
Line.ln5986961-1,LINE,ACTIVE,m1108361,l3048228,3,400.0,,,,,1,,False
Line.ln6383060-3,LINE,ACTIVE,n1139538,l3066818,2,400.0,,,,,1,,False
Line.ln6320337-1,LINE,ACTIVE,m1026916,l3197634,2,400.0,,,,,1,,False
Line.ln6440002-2,LINE,ACTIVE,n1137999,l2876813,1,400.0,,,,,1,,False
Line.ln5472393-1,LINE,ACTIVE,l2729427,m1047786,2,400.0,,,,,1,,False
Line.ln6228279-2,LINE,ACTIVE,m1026942,l3141389,1,400.0,,,,,1,,False
Line.ln6412356-1,LINE,ACTIVE,m1186063,m1209776,1.2.3,400.0,,,,,3,,False
Line.ln6375549-4,LINE,ACTIVE,m1069376,n1138599,1.2.3,400.0,,,,,3,,False
Line.ln5865251-1,LINE,ACTIVE,m1026393,l2935559,1,400.0,,,,,1,,False
Line.ln5896731-1,LINE,ACTIVE,l2730108,l2786204,3,400.0,,,,,1,,False
Line.ln5501092-1,LINE,ACTIVE,l3120534,m1126020,1,400.0,,,,,1,,False
Line.ln6409781-2,LINE,ACTIVE,m1069563,n1136362,1,400.0,,,,,1,,False
Line.ln6103924-1,LINE,ACTIVE,m1089203,p895087,1,400.0,,,,,1,,False
Line.ln6077783-1,LINE,ACTIVE,m1047335,l2954354,1,400.0,,,,,1,,False
Line.ln6108143-1,LINE,ACTIVE,l3254217,m1026800,1.2.3,400.0,,,,,3,,False
Line.ln5593214-1,LINE,ACTIVE,m1089093,m1089094,3,400.0,,,,,1,,False
Line.ln5621841-2,LINE,ACTIVE,196-35813,n1140519,1.2.3,400.0,,,,,3,,False
Line.ln5742826-1,LINE,ACTIVE,m1126020,l3101782,1,400.0,,,,,1,,False
Line.ln6292465-3,LINE,ACTIVE,n1139542,p827523,3,400.0,,,,,1,,False
Line.ln6379347-1,LINE,ACTIVE,m1047769,l2710514,2,400.0,,,,,1,,False
Line.ln5992960-1,LINE,ACTIVE,m1166377,m1166376,1.2.3,400.0,,,,,3,,False
Line.ln6196270-5,LINE,ACTIVE,n1140824,l3226771,1,400.0,,,,,1,,False
Line.ln5621833-2,LINE,ACTIVE,m1026705,n1140829,3,400.0,,,,,1,,False
Line.ln5562925-1,LINE,ACTIVE,m1026940,m1026939,2,400.0,,,,,1,,False
Line.ln5863691-2,LINE,ACTIVE,l2820528,l2745799,3,400.0,,,,,1,,False
Line.ln6350551-1,LINE,ACTIVE,m1009838,m1009843,2,400.0,,,,,1,,False
Line.ln6228303-2,LINE,ACTIVE,e206614,l3082983,2,400.0,,,,,1,,False
Line.ln5472385-1,LINE,ACTIVE,m1069567,l2691966,2,400.0,,,,,1,,False
Line.ln5776669-3,LINE,ACTIVE,n1136368,l2897792,1,400.0,,,,,1,,False
Line.ln6505951-1,LINE,ACTIVE,m3036170,l3197642,3,400.0,,,,,1,,False
Line.ln6321409-1,LINE,ACTIVE,e192201,m1209800,1.2.3,400.0,,,,,3,,False
Line.ln6316403-1,LINE,ACTIVE,m1047419,l2973157,1,400.0,,,,,1,,False
Line.ln6350552-1,LINE,ACTIVE,m1009843,l3160108,2,400.0,,,,,1,,False
Line.ln6199510-1,LINE,ACTIVE,m1089155,l2935550,3,400.0,,,,,1,,False
Line.ln6991381-6,LINE,ACTIVE,l3728039,l3728040,1,400.0,,,,,1,,False
Line.ln247160_sw,LINE,ACTIVE,d5865224-1_int,f739841,2,400.0,,,,,1,,False
Line.ln5865224-1,LINE,ACTIVE,m1026466,d5865224-1_int,2,400.0,,,,,1,,False
Line.ln5804812-1,LINE,ACTIVE,l3066821,m1009691,1,400.0,,,,,1,,False
Line.ln5532748-6,LINE,ACTIVE,m3763619,m1026830,1.2.3,400.0,,,,,3,,False
Line.ln6229798-1,LINE,ACTIVE,m1047777,l3178975,2,400.0,,,,,1,,False
Line.ln5683808-1,LINE,ACTIVE,m1069384,l2785514,1,400.0,,,,,1,,False
Line.ln5531326-1,LINE,ACTIVE,l2804250,l2820583,3,400.0,,,,,1,,False
Line.ln5472390-2,LINE,ACTIVE,m1069518,n1136366,1.2.3,400.0,,,,,3,,False
Line.ln5774446-1,LINE,ACTIVE,m1069731,m1069730,2,400.0,,,,,1,,False
Line.ln6411406-1,LINE,ACTIVE,m1026820,m1026823,1,400.0,,,,,1,,False
Line.ln5835136-2,LINE,ACTIVE,m1047737,n1137988,1,400.0,,,,,1,,False
Line.ln5956473-1,LINE,ACTIVE,m1026667,m1026661,1,400.0,,,,,1,,False
Line.ln5985349-2,LINE,ACTIVE,l2726974,l2916618,2,400.0,,,,,1,,False
Line.ln5956471-3,LINE,ACTIVE,m1047548,n1136670,1.2.3,400.0,,,,,3,,False
Line.ln5865238-1,LINE,ACTIVE,l3010564,l2710515,3,400.0,,,,,1,,False
Line.ln6229832-1,LINE,ACTIVE,m1026898,l3197661,3,400.0,,,,,1,,False
Line.ln5926310-3,LINE,ACTIVE,n1140817,l3235258,1.2.3,400.0,,,,,3,,False
Line.ln6379374-1,LINE,ACTIVE,m1027100,m1027109,1,400.0,,,,,1,,False
Line.ln5986925-3,LINE,ACTIVE,l3778577,l3141395,3,400.0,,,,,1,,False
Line.ln6229835-1,LINE,ACTIVE,m1047292,l2691954,1.2.3,400.0,,,,,3,,False
Line.ln6380842-1,LINE,ACTIVE,l3235267,m1027068,3,400.0,,,,,1,,False
Line.ln5804798-3,LINE,ACTIVE,n1136030,m1047766,2,400.0,,,,,1,,False
Line.ln6108128-3,LINE,ACTIVE,n1136997,l3104123,3,400.0,,,,,1,,False
Line.ln5502532-1,LINE,ACTIVE,190-7361,m1089120,1.2.3,400.0,,,,,3,,False
Line.ln5894237-1,LINE,ACTIVE,m1009807,l2673323,3,400.0,,,,,1,,False
Line.ln5804796-1,LINE,ACTIVE,l2973152,m1047777,2,400.0,,,,,1,,False
Line.ln5965099-8,LINE,ACTIVE,m4113347,n1138607,1.2.3,400.0,,,,,3,,False
Line.ln5958701-1,LINE,ACTIVE,m1047483,p827505,3,400.0,,,,,1,,False
Line.ln81353934-4,LINE,ACTIVE,l3645812,228-1353934-4_int,3,220.0,,,,,1,,False
Line.ln5865268-2,LINE,ACTIVE,m1069457,n1139260,1.2.3,400.0,,,,,3,,False
Line.ln5803984-1,LINE,ACTIVE,l3254214,l3214112,2,400.0,,,,,1,,False
Line.ln293471_sw,LINE,ACTIVE,d5686080-1_int,f739845,1.2.3,400.0,,,,,3,,False
Line.ln5686080-1,LINE,ACTIVE,p827580,d5686080-1_int,1.2.3,400.0,,,,,3,,False
Line.ln5502569-1,LINE,ACTIVE,m1069438,l2766749,1.2.3,400.0,,,,,3,,False
Line.ln5653455-1,LINE,ACTIVE,m1108340,l2822865,3,400.0,,,,,1,,False
Line.ln5683826-1,LINE,ACTIVE,l3178978,m1047432,1,400.0,,,,,1,,False
Line.ln5562926-1,LINE,ACTIVE,l2954348,l2841615,1,400.0,,,,,1,,False
Line.ln6048524-1,LINE,ACTIVE,l2767343,l2804957,3,400.0,,,,,1,,False
Line.ln6229802-1,LINE,ACTIVE,m1026665,m1026660,1,400.0,,,,,1,,False
Line.ln5473439-1,LINE,ACTIVE,m1142843,l2692660,1,400.0,,,,,1,,False
Line.ln5989329-1,LINE,ACTIVE,m1149235,p829975,3,400.0,,,,,1,,False
Line.ln6017287-1,LINE,ACTIVE,m1069487,l2954344,3,400.0,,,,,1,,False
Line.ln5473438-1,LINE,ACTIVE,l2692660,l2955076,1,400.0,,,,,1,,False
Line.ln6260930-1,LINE,ACTIVE,m1125974,m1125979,3,400.0,,,,,1,,False
Line.ln6228303-1,LINE,ACTIVE,l3082983,m1069588,2,400.0,,,,,1,,False
Line.ln5742836-1,LINE,ACTIVE,m1009807,m1009805,1.2.3,400.0,,,,,3,,False
Line.ln6318768-1,LINE,ACTIVE,l2989566,m1108378,1.2.3,400.0,,,,,3,,False
Line.ln5472384-3,LINE,ACTIVE,n1136361,l3160114,1,400.0,,,,,1,,False
Line.ln6411388-1,LINE,ACTIVE,m1026361,l3122825,1,400.0,,,,,1,,False
Line.ln6108128-2,LINE,ACTIVE,m1047649,n1136997,3,400.0,,,,,1,,False
Line.ln6229807-1,LINE,ACTIVE,l3197630,l3235256,1.2.3,400.0,,,,,3,,False
Line.ln5654466-1,LINE,ACTIVE,m1209800,m1209797,1.2.3,400.0,,,,,3,,False
Line.ln6229792-1,LINE,ACTIVE,l2766716,l3235245,3,400.0,,,,,1,,False
Line.ln5958700-3,LINE,ACTIVE,n1136032,m1089204,1,400.0,,,,,1,,False
Line.ln6047606-1,LINE,ACTIVE,l3178997,m1026363,3,400.0,,,,,1,,False
Line.ln5562961-1,LINE,ACTIVE,l3104155,m1069456,3,400.0,,,,,1,,False
Line.ln6298585-2,LINE,ACTIVE,m1047615,l3216123,1.2.3,400.0,,,,,3,,False
Line.ln6169250-1,LINE,ACTIVE,l2804256,m1026960,1.2.3,400.0,,,,,3,,False
Line.ln6167751-3,LINE,ACTIVE,l3141403,m3037538,1,400.0,,,,,1,,False
Line.ln6900591-28,LINE,ACTIVE,p1123251,n1140528,1,400.0,,,,,1,,False
Line.ln5775370-1,LINE,ACTIVE,m1209828,l2861157,3,400.0,,,,,1,,False
Line.ln5502530-1,LINE,ACTIVE,m1069412,l3066813,2,400.0,,,,,1,,False
Line.ln5895775-1,LINE,ACTIVE,l2710515,m1027027,3,400.0,,,,,1,,False
Line.ln6352699-1,LINE,ACTIVE,p827514,m1026876,1.2.3,400.0,,,,,3,,False
Line.ln5714057-1,LINE,ACTIVE,m1009720,m1009715,1,400.0,,,,,1,,False
Line.ln5739003-1,LINE,ACTIVE,l3156034,l3066821,1,400.0,,,,,1,,False
Line.ln6169266-1,LINE,ACTIVE,m1069597,l2785535,2,400.0,,,,,1,,False
Line.ln5774450-1,LINE,ACTIVE,l2973150,m1047733,1,400.0,,,,,1,,False
Line.ln5714054-1,LINE,ACTIVE,l2897779,l2804261,3,400.0,,,,,1,,False
Line.ln5805762-1,LINE,ACTIVE,l2842384,m1149236,1.2.3,400.0,,,,,3,,False
Line.ln6015793-1,LINE,ACTIVE,m1069640,l3160113,2,400.0,,,,,1,,False
Line.ln5652983-1,LINE,ACTIVE,m1026773,m1026777,1,400.0,,,,,1,,False
Line.ln5774447-1,LINE,ACTIVE,l2954338,m1009828,2,400.0,,,,,1,,False
Line.ln5740282-1,LINE,ACTIVE,p895107,l3030126,3,400.0,,,,,1,,False
Line.ln5472348-1,LINE,ACTIVE,m1089162,m1089165,3,400.0,,,,,1,,False
Line.ln5865246-3,LINE,ACTIVE,n1141474,l2710518,1,400.0,,,,,1,,False
Line.ln5683814-1,LINE,ACTIVE,l2804252,l3195310,1,400.0,,,,,1,,False
Line.ln5535142-1,LINE,ACTIVE,p829963,m1125916,2,400.0,,,,,1,,False
Line.ln5744335-1,LINE,ACTIVE,l3160103,m1026950,1.2.3,400.0,,,,,3,,False
Line.ln5986962-1,LINE,ACTIVE,l3104122,l2804283,1,400.0,,,,,1,,False
Line.ln5715017-1,LINE,ACTIVE,m1108350,l3198356,3,400.0,,,,,1,,False
Line.ln6108131-1,LINE,ACTIVE,l2916608,m1027002,1.2.3,400.0,,,,,3,,False
Line.ln6258453-1,LINE,ACTIVE,p901936,m1125955,3,400.0,,,,,1,,False
Line.ln6138599-1,LINE,ACTIVE,m1069487,m1069488,3,400.0,,,,,1,,False
Line.ln5986928-1,LINE,ACTIVE,l2991910,l2879072,2,400.0,,,,,1,,False
Line.ln81353934-3,LINE,ACTIVE,m3763620,l3645812,3,220.0,,,,,1,,False
Line.ln6200442-1,LINE,ACTIVE,m1166391,m1166394,3,400.0,,,,,1,,False
Line.ln6138595-1,LINE,ACTIVE,m1069497,m1069495,1.2.3,400.0,,,,,3,,False
Line.ln5927296-1,LINE,ACTIVE,m1125969,l2767341,1.2.3,400.0,,,,,3,,False
Line.ln6015890-1,LINE,ACTIVE,m1166361,l2989600,1,400.0,,,,,1,,False
Line.ln6139645-1,LINE,ACTIVE,m1125905,l3142098,2,400.0,,,,,1,,False
Line.ln6290214-1,LINE,ACTIVE,m1026783,m1026784,3,400.0,,,,,1,,False
Line.ln81037792-1,LINE,ACTIVE,l3232301,m1069328,3,220.0,,,,,1,,False
Line.ln5501096-1,LINE,ACTIVE,l2970845,l2897771,2,400.0,,,,,1,,False
Line.ln5756001-1,LINE,ACTIVE,m1047314,m1047311,1,400.0,,,,,1,,False
Line.ln6380821-3,LINE,ACTIVE,m4118754,m1026312,2,400.0,,,,,1,,False
Line.ln5957413-1,LINE,ACTIVE,m1125979,l2917255,3,400.0,,,,,1,,False
Line.ln6411378-1,LINE,ACTIVE,l2897776,l3254215,3,400.0,,,,,1,,False
Line.ln5653478-1,LINE,ACTIVE,m1069554,l3160115,2,400.0,,,,,1,,False
Line.ln5803302-1,LINE,ACTIVE,m1010003,l2989571,1,400.0,,,,,1,,False
Line.ln5987964-1,LINE,ACTIVE,m1108278,l3179699,2,400.0,,,,,1,,False
Line.ln5649275-1,LINE,ACTIVE,m1026797,m1026796,1.2.3,400.0,,,,,3,,False
Line.ln6259995-1,LINE,ACTIVE,m1089141,l3160107,1.2.3,400.0,,,,,3,,False
Line.ln5528079-3,LINE,ACTIVE,l3027133,m3037453,1,400.0,,,,,1,,False
Line.ln5623407-1,LINE,ACTIVE,m1026339,l3029507,2,400.0,,,,,1,,False
Line.ln5895805-1,LINE,ACTIVE,l2935568,l3235246,2,400.0,,,,,1,,False
Line.ln5503478-2,LINE,ACTIVE,m1108492,n1142102,1,400.0,,,,,1,,False
Line.ln8979358-3,LINE,ACTIVE,l3047073,m1069250,3,220.0,,,,,1,,False
Line.ln5833631-1,LINE,ACTIVE,m1108350,m1108360,3,400.0,,,,,1,,False
Line.ln5532733-1,LINE,ACTIVE,m1069730,l2748124,2,400.0,,,,,1,,False
Line.ln6321427-1,LINE,ACTIVE,l2879773,m1108298,1.2.3,400.0,,,,,3,,False
Line.ln5714041-1,LINE,ACTIVE,l2691939,l2860478,2,400.0,,,,,1,,False
Line.ln6320334-1,LINE,ACTIVE,m1047777,l2748131,2,400.0,,,,,1,,False
Line.a8645_48332_sw,LINE,ACTIVE,d5958866-1_int,e183493,1.2.3,400.0,,,,,3,,False
Line.ln5958866-1,LINE,ACTIVE,l2861218,d5958866-1_int,1.2.3,400.0,,,,,3,,False
Line.ln6163390-1,LINE,ACTIVE,l3103822,m1047577,1.2.3,400.0,,,,,3,,False
Line.ln81048110-1,LINE,ACTIVE,m1108423,l2802481,1,220.0,,,,,1,,False
Line.ln6349988-1,LINE,ACTIVE,l2821010,m1026773,1,400.0,,,,,1,,False
Line.ln5528572-2,LINE,ACTIVE,p895104,n1139537,1,400.0,,,,,1,,False
Line.ln247162,LINE,ACTIVE,f739842,l0247162,2,400.0,,,,,1,,False
Line.ln5965099-11,LINE,ACTIVE,n1144668,m4113347,1.2.3,400.0,,,,,3,,False
Line.ln5562928-1,LINE,ACTIVE,m1047444,m1047447,2,400.0,,,,,1,,False
Line.ln5683857-1,LINE,ACTIVE,m1026906,l2691973,1,400.0,,,,,1,,False
Line.ln6262235-1,LINE,ACTIVE,m1108329,l2935552,3,400.0,,,,,1,,False
Line.ln6169252-1,LINE,ACTIVE,m1047548,m1047552,1.2.3,400.0,,,,,3,,False
Line.ln6392124-1,LINE,ACTIVE,m1047699,p859135,1,400.0,,,,,1,,False
Line.ln5532739-1,LINE,ACTIVE,l3254207,m1069390,1,400.0,,,,,1,,False
Line.ln5768778-1,LINE,ACTIVE,m1010017,m1010016,1,400.0,,,,,1,,False
Line.ln5957494-1,LINE,ACTIVE,m1142814,m1142810,1.2.3,400.0,,,,,3,,False
Line.ln5472351-1,LINE,ACTIVE,l2973151,m1069187,1,400.0,,,,,1,,False
Line.ln6108140-3,LINE,ACTIVE,n1141473,l3216350,1,400.0,,,,,1,,False
Line.ln6201698-3,LINE,ACTIVE,n1136668,l3029506,2,400.0,,,,,1,,False
Line.ln6350570-1,LINE,ACTIVE,l3066830,l3197660,2,400.0,,,,,1,,False
Line.ln6290241-1,LINE,ACTIVE,m1026880,m1026874,1,400.0,,,,,1,,False
Line.ln5562920-1,LINE,ACTIVE,l2710508,l2822860,2,400.0,,,,,1,,False
Line.ln6108137-1,LINE,ACTIVE,m1089122,m1089132,3,400.0,,,,,1,,False
Line.ln5621885-1,LINE,ACTIVE,l3101787,l3027132,1,400.0,,,,,1,,False
Line.ln5926298-1,LINE,ACTIVE,m1047752,m1047750,1,400.0,,,,,1,,False
Line.ln5686245-2,LINE,ACTIVE,p829961,n1141476,1,400.0,,,,,1,,False
Line.ln6991377-16,LINE,ACTIVE,l3727708,m3949157,1,400.0,,,,,1,,False
Line.ln8968081-1,LINE,ACTIVE,m1047371,p841985,2,220.0,,,,,1,,False
Line.ln5957496-1,LINE,ACTIVE,l3030203,l3179673,3,400.0,,,,,1,,False
Line.ln6229829-3,LINE,ACTIVE,n1138598,m1069376,1.2.3,400.0,,,,,3,,False
Line.ln8979344-1,LINE,ACTIVE,p850400,221-311595,3,220.0,,,,,1,,False
Line.ln5774488-1,LINE,ACTIVE,m1009651,l2879092,3,400.0,,,,,1,,False
Line.ln5744340-1,LINE,ACTIVE,m1026361,m1026366,1,400.0,,,,,1,,False
Line.ln5593253-1,LINE,ACTIVE,m1047316,l3216370,1.2.3,400.0,,,,,3,,False
Line.ln8979251-2,LINE,ACTIVE,221-308718,l2803199,1.2.3,190.0,,,,,3,,False
Line.ln6199511-1,LINE,ACTIVE,l2897767,l3254208,3,400.0,,,,,1,,False
Line.ln6379450-2,LINE,ACTIVE,m1027055,n1147865,1,400.0,,,,,1,,False
Line.ln5562923-1,LINE,ACTIVE,m1089173,m1089174,3,400.0,,,,,1,,False
Line.ln5776833-1,LINE,ACTIVE,p830058,m1166370,3,400.0,,,,,1,,False
Line.ln6290201-1,LINE,ACTIVE,m1027027,m1027014,3,400.0,,,,,1,,False
Line.ln5644817-1,LINE,ACTIVE,m1008733,l3225319,2,400.0,,,,,1,,False
Line.ln6259989-1,LINE,ACTIVE,r18241,m1047763,1.2.3,400.0,,,,,3,,False
