element_type,element_id,from_bus,to_bus,x_from,y_from,x_to,y_to,data_status,B0_element_max_loading,max_terminal,max_phase,max_slot,max_time_AEST
line,line.ln6380820-1,m1026327,l3122823,1666556.70112958,12259881.4396417,1666661.98061767,12259812.5981696,OK,0.002067608046671276,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6381856-1,m1166386,l3048966,1689001.53187048,12276021.3713047,1688845.46198233,12275885.3185686,OK,0.0012628959604718264,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5894225-1,m1142810,m1142808,1686201.78889187,12273141.309862,1686252.94383592,12273107.677606,OK,0.007352022748804075,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6379372-1,m1027109,l3101788,1663766.93191098,12295101.9606345,1663985.30195918,12295077.2207945,OK,0.004862026334688238,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5714056-2,n1139551,m1026695,1666463.86528949,12278010.8066986,1666395.69965743,12277981.7210025,OK,0.08843205961425736,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6289479-1,m1125962,p903490,1683134.90888902,12277782.8315303,1683129.04341701,12277764.7558823,OK,0.00674566148956843,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6199508-1,m1047819,l2916603,1668722.33005959,12292261.4010158,1668560.75924344,12292430.840248,OK,0.001247687831982311,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6137009-1,l3214069,m1125960,1683180.27208906,12277580.5792422,1683143.94056902,12277742.5596583,OK,0.6524976467439625,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5472376-1,l2879081,m1026682,1664801.13914394,12277776.1591463,1664726.57146387,12277607.4285222,OK,0.0048532038052878,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5895781-1,m1026660,l3160106,1666531.71962555,12276748.1696414,1667635.87834658,12276594.7007132,OK,0.0018660900665864464,2,1,75,2025-05-01T18:45:00+10:00
line,line.2002200004868472_sw,d5563942-4_int,q16483,1687041.43612465,12275414.3733521,1687041.43612465,12275415.3733521,OK,0.837274102277648,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5563942-4,m1149235,d5563942-4_int,1687160.67068476,12275419.6402321,1687041.43612465,12275414.3733521,OK,0.8372741019036694,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5835160-1,m1069515,m1069514,1673371.94132792,12284429.2714725,1673234.7499038,12284368.1304805,OK,0.4992401229925881,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5533838-1,l2992656,m1166356,1688551.84022206,12275120.2390159,1688597.8997421,12274930.5983117,OK,0.003899209623353282,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6169249-2,m1026891,n1147863,1663258.8886465,12285227.3688813,1663237.10202248,12285249.3480173,OK,0.0021011338848585617,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln8979257-1,p850083,221-312488,1678663.71118885,12279616.8974521,1678663.47771685,12279597.547948,OK,0.00445478475992774,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5472386-1,m1069565,l3178988,1673864.93998438,12286437.7286904,1673806.58836833,12286446.1213944,OK,0.0008085064714688178,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5623410-1,m1026855,m1026861,1667474.09863443,12284247.7695204,1667392.10900235,12284337.3900005,OK,0.16625255385838267,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5500985-1,m1108505,p901946,1680783.09218283,12282090.0663504,1680794.95829484,12282092.3068624,OK,0.022752887388942766,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5532752-3,n1136660,l3010568,1671292.22599799,12282727.575983,1671220.39034992,12282835.8906071,OK,0.0018229260001258955,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5532791-1,m1026357,m1026356,1668077.61965899,12261226.4103949,1668000.00045892,12261168.0792589,OK,0.059373337698207525,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5591813-1,l2989600,m1166362,1688024.02966157,12275130.7534479,1687698.16009327,12275143.5780239,OK,0.0018465291811578242,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6350556-2,m1069517,n1136367,1673535.56014408,12284577.0100967,1673465.68648001,12284513.9194086,OK,0.49923982041466053,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6142227-1,m1166395,m1166396,1688793.73769429,12283583.4720478,1688774.65852627,12283600.2123998,OK,0.021795482451948716,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5651987-1,m1125944,p901941,1683929.87695376,12277025.2681376,1683951.93391378,12277043.7124257,OK,0.002827574134658985,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5895792-1,m1026486,m1026487,1668058.89684297,12267885.6667211,1668090.915275,12267899.0606411,OK,0.0112152383819442,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5744366-1,m1069348,m1069356,1674739.9316012,12273371.2060542,1675048.75361748,12273446.6666623,OK,0.0021274903981720827,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5835128-1,l2804248,m1027005,1668194.4908271,12291710.7020073,1668000.00045892,12291699.6591913,OK,0.0024854612508178283,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6138615-1,m1026877,l2729413,1666922.00698592,12284865.4422249,1666586.5363936,12285087.2774892,OK,0.0011034398486588174,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5623400-1,l3122817,l2673314,1663226.94803847,12285259.5880173,1663087.74138235,12285378.3597294,OK,0.0008410173340199504,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5472373-1,m1047368,l2785528,1671812.33607847,12266158.8832315,1671701.30990237,12266075.7098554,OK,0.0012188984347412477,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5593226-1,l2935555,l2897773,1670341.4993411,12285420.4010735,1670506.12167725,12285411.0785775,OK,0.0029329117887740867,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6409798-1,m1027091,l2764412,1664841.98035998,12294144.6435136,1664842.41863198,12294274.3105857,OK,0.028797966036822494,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6380809-3,n1136998,m1047669,1670297.01678106,12284328.0429284,1670298.58145306,12284547.2895206,OK,0.12097963206349056,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6322801-1,m1186063,p829979,1691639.17974494,12274638.3650954,1691639.80643294,12274625.5323274,OK,0.0088332002249706,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6077780-1,m1026849,m1026848,1664415.61952758,12284151.3373923,1664416.63123958,12284147.5936483,OK,0.004633091440259226,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5865243-1,m1069208,l3010567,1675278.3385137,12270149.6406112,1675570.58811397,12270365.8192994,OK,0.001252532510611195,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5742898-1,m1047737,l3027157,1670244.01863701,12286804.3084028,1670257.12993302,12287336.0634112,OK,0.11690966689706322,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6411372-1,m1047672,l2822866,1670298.63060506,12284558.4265447,1670299.17946906,12284684.8086248,OK,0.12098050905241958,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6439986-2,p901932,n1136359,1675590.93704199,12286112.9240821,1675574.60628997,12286112.9486581,OK,0.002086301996503577,2,3,74,2025-05-01T18:30:00+10:00
line,line.ln6108147-1,m1026323,l2991917,1666056.98093711,12259397.4112252,1666122.95930517,12259270.2386171,OK,0.0008247852103345098,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5894206-4,n1137005,m1047724,1670058.95316484,12286042.21893,1670043.96999682,12286085.0508021,OK,0.11894835245182135,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6138616-1,m1009763,l2766730,1662434.20000574,12281193.2184775,1662431.46797373,12281111.5892935,OK,0.0012328001413812538,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6417942-1,m1108499,m1108507,1681302.14139931,12281996.0754383,1681282.43963929,12282199.1223505,OK,0.001156445225020443,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6017292-1,m1026891,l3160102,1663258.8886465,12285227.3688813,1663129.50829438,12284971.938225,OK,0.08949462417197056,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6108125-3,m1089215,n1134474,1675769.30965016,12283440.1489116,1675620.34222602,12283456.1192156,OK,0.526120705009829,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5501088-1,l3195356,m1069189,1675648.94869004,12268281.8850895,1675446.08200185,12268159.0501454,OK,0.12072231960874925,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6137018-1,l3048889,m1166407,1687967.68098952,12284190.9539043,1687705.17244527,12284306.9116644,OK,0.017561807296144386,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6163394-1,m1008753,m1026307,1662633.17139792,12257034.019223,1663235.35712648,12256493.4045665,OK,0.0008269487027722621,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6106657-1,m1069481,l2745848,1672943.77006352,12279668.8183481,1673008.00353558,12279608.4392121,OK,0.10684976706593567,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6195664-1,m1047420,m1047419,1670586.55892533,12273449.4519423,1670575.33998132,12273409.6183423,OK,0.001878955900519701,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5986921-1,m1089203,m1089207,1676956.55163526,12283289.3710555,1676785.3019711,12283353.9281115,OK,0.5261181448259236,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln8961799-2,l2729206,l2729207,1669887.39630068,12283914.4124641,1669604.87470041,12284625.7893607,OK,0.007653051816823194,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6228311-1,p901945,m1125988,1681837.67701581,12278479.696299,1681819.52354379,12278485.123499,OK,0.007748690063865388,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5631690-1,m1047572,m1047580,1669769.62810857,12283249.6685274,1669772.79431657,12283364.4343515,OK,0.12097107732921263,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln81048106-2,l2821087,l2990098,1680893.04520693,12280180.7978686,1680674.69154272,12280145.9654846,OK,0.0297319746747973,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5712492-2,l3045895,m1108329,1680562.70280662,12272323.0969973,1680269.53979835,12272301.8797172,OK,0.0012735245102408722,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln8945013-1,p827530,221-240991,1664339.11443951,12276835.9796895,1664317.00423149,12276832.5349535,OK,0.00679199502418483,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5532747-1,l2897773,l3197631,1670506.12167725,12285411.0785775,1670902.00826962,12285454.4183535,OK,0.002200521679020925,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6332133-1,m1108315,p860843,1681524.37807152,12271788.5894768,1681557.93250355,12271806.5995888,OK,0.003389781846818159,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6291244-1,l3160865,m1142828,1685145.19292289,12275007.4556558,1684897.57333866,12274659.0335114,OK,0.24700517959287463,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6375549-3,n1138599,l3181545,1673795.88552032,12274177.110439,1673976.93691249,12274076.0907909,OK,0.06448235394733376,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5866267-1,m1209753,m1209748,1692894.66928211,12273440.4407423,1692869.70006608,12272765.5387257,OK,0.0020185572752989046,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6048633-1,m1209782,l3217057,1692906.15037012,12275200.4100239,1692912.53193812,12275073.4299278,OK,0.0007285785802055525,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln81353936-3,l3645811,193-103041,1668920.78945178,12284702.2207208,1668904.89287576,12284707.6806888,OK,0.0000018777956798748825,1,3,38,2025-05-01T09:30:00+10:00
line,line.ln5691535-1,m1047401,m1047403,1670317.46401308,12272009.429413,1670290.45089305,12272151.8882931,OK,0.0028212268484951192,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6171508-1,e182748,l2673346,1670349.38823711,12263210.1810208,1670200.46996497,12263062.3399966,OK,0.0667396949541096,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6259985-1,l2841619,l2785515,1677511.39989178,12279905.7309883,1677454.85870773,12280283.1200447,OK,0.0021483790246641125,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6318427-1,m1047809,l2989432,1670760.76999749,12291117.0400548,1670981.5812617,12291021.1240227,OK,0.006237068787471311,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6259999-3,n1140524,l3197641,1668117.07233103,12280396.0713408,1668491.07809138,12280304.0301247,OK,0.0038825413713808004,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5895772-1,m1108353,l3048205,1679285.25870943,12273623.3599105,1679132.33045329,12273857.2783747,OK,0.05448052597734802,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5651997-1,m1126020,m1126025,1683166.88226505,12282324.6237906,1682931.87016883,12282666.2793429,OK,0.0019305263836845565,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5986929-1,m1069206,l2841625,1674428.43899291,12270052.7620192,1674152.88059265,12269812.3882589,OK,0.002089678785638387,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5924705-3,n1136360,l2729424,1675560.01633796,12286439.5555064,1675430.45166584,12286508.4911865,OK,0.0011057003582042762,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6048681-1,m1142815,l2917359,1684789.18089056,12273453.5889023,1684788.74671456,12273513.1611264,OK,0.001121641499389103,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6167751-6,m3037538,l3027133,1665591.63028068,12282587.6361428,1665589.97140068,12282579.5260628,OK,0.01772829215822701,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5562922-1,m1089165,l3197627,1678152.41160438,12276490.1994651,1677744.880084,12276407.3005211,OK,0.0021430934518385358,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6320330-1,m1069187,l2748129,1673479.55144002,12268148.8019534,1673406.81057596,12267874.5583691,OK,0.0027722779291489163,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5679696-1,m1089201,m1089202,1677152.93025944,12283190.4280794,1677141.17473943,12283196.3508954,OK,0.5261172698495621,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5804800-1,m1047568,m1047558,1671979.51841463,12283141.7102553,1671749.56897441,12282953.5604952,OK,0.4749316893998963,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6134418-1,m1125978,l3254869,1682371.7954163,12277957.1245225,1682307.68072825,12277646.4388262,OK,0.002049391786626283,2,2,75,2025-05-01T18:45:00+10:00
line,line.2002200004991174_sw,d6290228-6_int,q16642,1673069.33294364,12284209.7264483,1673069.33294364,12284210.7264483,OK,0.4890134671624686,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6290228-6,n1136657,d6290228-6_int,1673205.82395177,12284340.2531045,1673069.33294364,12284209.7264483,OK,0.4890134670868255,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5959087-1,196-29518,l3122816,1663726.13984694,12286335.8939383,1663977.92915917,12286492.8690425,OK,0.04124093844385086,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6288856-1,l3104130,l2763072,1665606.01952869,12258961.3387768,1665426.63111252,12258785.6080887,OK,0.0408520754210969,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6046042-1,m1089113,m1089103,1677067.30337936,12268367.5119696,1677900.67144414,12267225.7396805,OK,0.014162536850714615,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln81048108-2,l3027671,m1108423,1680204.84757429,12280197.7921726,1680151.32104624,12279794.2173882,OK,0.017549284946807627,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6318740-3,n1137998,m1026895,1664811.45696795,12285197.8080493,1664836.22138397,12285271.9661293,OK,0.004203698345267626,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5863704-2,l2858166,n1136667,1670253.61966102,12282586.8619988,1669994.15444478,12282719.7853909,OK,0.2609851369921216,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6129680-2,m1047521,n1136665,1670503.56167725,12282443.8501587,1670535.68660528,12282425.8400467,OK,0.0010909930334595244,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln8940662-1,m1209774,221-242079,1692571.0443218,12274473.0669193,1692572.33046581,12274487.2308873,OK,0.008899881346855584,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5986922-1,m1027004,l2804248,1668200.83143511,12291585.8518312,1668194.4908271,12291710.7020073,OK,0.0033142325166981195,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln81048102-4,n1230122,l3233412,1680856.07061489,12279310.9385398,1680848.28821489,12279673.0822841,OK,0.04722650149313175,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5803257-1,m1026705,l2710532,1665181.4568403,12278220.5546668,1665215.56013633,12278312.9112748,OK,0.0008495530684341104,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5926309-2,m1069135,n1139539,1672616.09006322,12265429.3119028,1672692.64430329,12265373.4137908,OK,0.005905416248223454,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6411382-1,m1089143,m1089144,1678554.22920475,12269872.861603,1678471.26882067,12269888.147875,OK,0.00757347911331243,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5985351-1,l3216343,l3082981,1678491.38018069,12276860.4901535,1678712.9041489,12276757.5249054,OK,0.005591502210555761,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6199524-1,m1026330,l2785526,1666837.30989784,12260148.7609859,1666655.97997767,12260455.3383942,OK,0.0012330904050121107,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5898194-1,m1186065,p829977,1691427.92854474,12274759.3117835,1691218.52873654,12274540.5608073,OK,0.03586929353409887,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5985039-1,m1026902,m1026905,1664149.01907933,12285455.3727215,1663847.40192705,12285579.3709296,OK,0.12973529211937015,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5562932-1,m1047522,m1047521,1670841.69057357,12282449.1995347,1670503.56167725,12282443.8501587,OK,0.4676580460448917,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5501001-2,m3037538,l2857591,1665591.63028068,12282587.6361428,1665826.1467609,12282552.0582868,OK,0.001108615625374966,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5591697-1,e206210,m1069225,1674340.91976083,12271409.1237484,1674353.48628884,12271400.7515244,OK,0.006499774021432583,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6140774-3,p827502,n1137993,1671736.4740624,12280375.7142208,1671738.5097744,12280299.2664767,OK,0.002934924814174013,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6350540-1,l2860486,l3141399,1673871.71886439,12270757.1716198,1673647.20072018,12270513.6808036,OK,0.005251253171272051,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6290211-1,l2766722,l2879071,1670433.77812519,12275861.0989206,1670261.61914903,12275875.0580886,OK,0.041758992448196,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6077807-1,m1027027,l2766746,1666177.63271322,12292807.1479603,1666196.35962524,12293191.2094007,OK,0.023385392502614778,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6139646-1,m1142860,m1142863,1685812.30844351,12275785.1181205,1685676.71036338,12275880.7802006,OK,0.6580698764062299,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6900591-6,l3649297,l3649298,1667953.07668288,12284065.4442722,1668005.92737093,12284267.4835684,OK,0.019552736392450035,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5595583-1,m1125902,p829986,1681953.42178392,12272291.4103412,1681974.81519194,12272314.1390453,OK,0.0029896904275369036,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5924697-1,m1069174,l2841630,1675714.0300341,12267988.2141772,1675977.02190635,12268144.8001614,OK,0.0041828402187567065,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6492184-2,m3016088,l3312692,1661243.16102863,12292686.4511282,1661279.24269266,12292537.7663281,OK,0.001871939752301289,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5473440-1,l2823611,l3030204,1691626.08892892,12275427.8895762,1691395.86096071,12275279.479208,OK,0.9009203410767214,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6320324-1,m1069495,m1069498,1675081.82062552,12283466.1707996,1675060.0094255,12283495.8217437,OK,0.5261219229408495,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5773046-2,m1069551,m1069560,1674544.69166502,12285947.740594,1674751.72808121,12286289.5886583,OK,0.051279254041952535,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6079946-1,l3179678,l2804249,1680264.34197434,12270391.3906275,1679930.25583003,12270197.5842913,OK,0.15454894043274336,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6381851-1,m1149225,l2767409,1686610.63932425,12272676.1107576,1686634.91631628,12272454.1403254,OK,0.004085980623781249,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6290228-5,r42246,l2691967,1673069.33294364,12284208.7264483,1672969.05057555,12284112.0895202,OK,0.5098442855387574,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5683853-1,l2897801,m1069384,1674297.32193679,12274578.3709834,1674474.31009695,12274550.6492553,OK,0.010353974991125066,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5500971-1,m1108268,m1108267,1678866.16008504,12265996.2515514,1679000.48021317,12264626.6802221,OK,0.003171472665714525,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6879075-2,m3729981,l3632979,1664697.81754384,12289080.8488209,1664792.27130393,12289137.2261649,OK,0.0011144987154228286,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6320367-3,m1047312,n1137960,1670458.30087721,12263309.3083169,1670421.33038118,12263275.9914528,OK,0.06673780708492018,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln8968082-1,p841985,221-306687,1670223.68609299,12266392.0767037,1670220.06932499,12266387.7718077,OK,0.011101395500588102,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5927299-1,m1125974,l3104796,1683152.14895303,12277930.7339945,1683152.39880903,12277932.8802985,OK,0.002112282772079494,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6255773-1,m1026785,m1026783,1668061.77223498,12280514.6177729,1668025.07617094,12280424.2026688,OK,0.1135373438821653,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6660514-2,m3327098,m3327097,1671532.50964621,12293904.0690494,1671275.89114997,12293951.6850494,OK,0.0012447677723490841,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln8979346-5,n1139250,l2821770,1674436.68014491,12272578.8512375,1674617.44891308,12272258.4948852,OK,0.010041356722655126,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5686245-3,n1141476,l2692654,1683309.34524118,12273151.271334,1683215.62876109,12273383.6906623,OK,0.003932237663292626,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5804792-1,l2785519,l3104122,1673302.21921586,12268144.0301134,1673195.80923176,12268132.0206414,OK,0.011012606852762697,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5593218-1,l3104117,m1069494,1674260.46203275,12281870.4715982,1674299.23476879,12282281.2676305,OK,0.002117197681075941,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6077770-1,m1026941,l3197618,1666508.92128953,12287080.038835,1666131.88858518,12287015.1213309,OK,0.0011049096378465222,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5542283-1,m1209772,e192258,1693072.88214627,12274424.7464072,1693643.1682268,12274381.6441992,OK,0.00001517275808726138,1,2,46,2025-05-01T11:30:00+10:00
line,line.l9191_48332_sw,d5534970-1_int,e182732,1667533.41281049,12279354.2829878,1667533.41281049,12279353.2829878,OK,0.0913905507424955,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5534970-1,l2841633,d5534970-1_int,1667692.41133863,12279664.6486201,1667533.41281049,12279354.2829878,OK,0.09139054871149979,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5682448-3,n1137987,l3027156,1669982.28014077,12286627.2055546,1669854.00980465,12286627.4267386,OK,0.0008364383176227005,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5472369-1,l3104134,m1047346,1672079.87860672,12264837.2310063,1671966.14907061,12264735.5887662,OK,0.07305821169774951,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5558792-1,m1026808,m1026807,1668484.25005937,12281312.2687176,1668469.72154736,12281304.4453576,OK,0.11353096994326668,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6259982-1,l3254206,m1009827,1661025.61018042,12283715.9817439,1660863.47821227,12283726.0292319,OK,0.033165369599432504,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6379373-1,m1027109,m1027114,1663766.93191098,12295101.9606345,1663762.06995897,12295307.2398667,OK,0.019070777778565737,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6262266-13,n1145954,p827580,1669677.59098848,12262532.3216921,1669694.9006845,12262524.8383001,OK,0.0020951922500835663,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5956460-1,l2879062,m1089173,1677286.25096357,12277347.3202339,1677019.24091532,12277474.7304101,OK,0.022355554334446994,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6231992-3,p827501,n1140516,1676630.01851496,12277686.5509543,1676617.38235495,12277692.8669863,OK,0.007947165998145484,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6138591-1,m1009828,l3254206,1661160.61434055,12283729.9163359,1661025.61018042,12283715.9817439,OK,0.03522110709587726,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5594239-1,l2955074,l3030199,1684121.84008993,12273758.9497986,1683921.11151375,12273546.1707904,OK,0.24364561544590846,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6139658-1,m1142801,l3217064,1685819.87785152,12272318.8781173,1685779.41346748,12272646.0502136,OK,0.0020488565194705607,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5742901-1,l3104859,l2970845,1680608.45103066,12271640.6009966,1680254.68770233,12271750.1034607,OK,0.001228650687015844,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6320366-1,l3010585,m1026798,1665258.13805637,12281055.8918854,1665101.42100022,12280947.8803653,OK,0.0011066595187630714,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6017284-1,m1008746,l2954339,1661880.67885322,12256853.1316709,1661965.6585653,12256750.5883108,OK,0.010178070379704442,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6077781-3,n1136663,m1047522,1670978.48468569,12282522.5425108,1670841.69057357,12282449.1995347,OK,0.47038806834596253,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5684859-1,m1142819,l2861219,1684492.22908228,12274167.738791,1684644.84194642,12274039.3005189,OK,0.0020495300685935657,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6320323-1,m1108261,m1108260,1679904.27899801,12259739.6688895,1679999.9984221,12259611.1200254,OK,0.0031885252037376606,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5502541-1,m1026329,l3104135,1666752.17453776,12260066.6157059,1666975.35738597,12259867.3207297,OK,0.0011179015095648,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6350533-5,m4277837,m1069419,1673715.50971224,12275856.2615446,1673756.98171228,12275633.8200723,OK,0.08390127790705743,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5837496-1,p829798,m1108489,1681107.17179913,12281097.1181254,1681106.36898313,12281096.8314054,OK,0.0038319316318689064,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5926289-1,m1047836,l3254203,1668756.31866762,12294814.4787782,1668960.49197981,12295553.1800909,OK,0.0012435176171626764,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5926305-1,l2841630,l2954352,1675977.02190635,12268144.8001614,1676066.50721843,12268170.4779854,OK,0.0020900598649073875,2,3,75,2025-05-01T18:45:00+10:00
