kind,element,terminal,bus_connection,local_node,current_rating_A,PDE_flat_conductor_index
transformer,Transformer.t5293483a,3,x3104133a.0.2,2,208.33333333333334,7753
transformer,Transformer.t21399762a,1,l2879087.1,1,2.0833333333333335,7754
transformer,Transformer.t21399762a,2,x2879087a.1.0,1,125.0,7756
transformer,Transformer.t21399762a,3,x2879087a.0.2,2,125.0,7759
transformer,Transformer.t5138650c,1,l2710510.3,3,1.3888888888888888,7760
transformer,Transformer.t5138650c,2,x2710510c.1.0,1,83.33333333333334,7762
transformer,Transformer.t5138650c,3,x2710510c.0.2,2,83.33333333333334,7765
transformer,Transformer.t5323242b,1,l3122810.2,2,3.4722222222222223,7766
transformer,Transformer.t5323242b,2,x3122810b.1.0,1,208.33333333333334,7768
transformer,Transformer.t5323242b,3,x3122810b.0.2,2,208.33333333333334,7771
transformer,Transformer.t28127090c,1,l2954352.3,3,3.4722222222222223,7772
transformer,Transformer.t28127090c,2,x2954352c.1.0,1,208.33333333333334,7774
transformer,Transformer.t28127090c,3,x2954352c.0.2,2,208.33333333333334,7777
transformer,Transformer.t5138769a,1,l2729411.1,1,1.3888888888888888,7778
transformer,Transformer.t5138769a,2,x2729411a.1.0,1,83.33333333333334,7780
transformer,Transformer.t5138769a,3,x2729411a.0.2,2,83.33333333333334,7783
transformer,Transformer.t5338896a,1,l3178971.1,1,2.0833333333333335,7784
transformer,Transformer.t5338896a,2,x3178971a.1.0,1,125.0,7786
transformer,Transformer.t5338896a,3,x3178971a.0.2,2,125.0,7789
transformer,Transformer.t5355586b,1,l3254234.2,2,3.4722222222222223,7790
transformer,Transformer.t5355586b,2,x3254234b.1.0,1,208.33333333333334,7792
transformer,Transformer.t5355586b,3,x3254234b.0.2,2,208.33333333333334,7795
transformer,Transformer.t5293471a,1,293471.1,1,3.4722222222222223,7796
transformer,Transformer.t5293471a,2,x_293471a.1.0,1,208.33333333333334,7798
transformer,Transformer.t5293471a,3,x_293471a.0.2,2,208.33333333333334,7801
transformer,Transformer.t5293471b,1,293471.2,2,3.4722222222222223,7802
transformer,Transformer.t5293471b,2,x_293471b.1.0,1,208.33333333333334,7804
transformer,Transformer.t5293471b,3,x_293471b.0.2,2,208.33333333333334,7807
transformer,Transformer.t5293471c,1,293471.3,3,3.4722222222222223,7808
transformer,Transformer.t5293471c,2,x_293471c.1.0,1,208.33333333333334,7810
transformer,Transformer.t5293471c,3,x_293471c.0.2,2,208.33333333333334,7813
transformer,Transformer.t5338954a,1,l2860482.1,1,3.4722222222222223,7814
transformer,Transformer.t5338954a,2,x2860482a.1.0,1,208.33333333333334,7816
transformer,Transformer.t5338954a,3,x2860482a.0.2,2,208.33333333333334,7819
transformer,Transformer.t21459629c,1,l2763811.3,3,10.416666666666666,7820
transformer,Transformer.t21459629c,2,x2763811c.1.0,1,625.0,7822
transformer,Transformer.t21459629c,3,x2763811c.0.2,2,625.0,7825
transformer,Transformer.t5260562a,1,l3251799.1,1,5.208333333333333,7826
transformer,Transformer.t5260562a,2,x3251799a.1.0,1,312.5,7828
transformer,Transformer.t5260562a,3,x3251799a.0.2,2,312.5,7831
transformer,Transformer.t21393486c,1,l2898526.3,3,2.0833333333333335,7832
transformer,Transformer.t21393486c,2,x2898526c.1.0,1,125.0,7834
transformer,Transformer.t21393486c,3,x2898526c.0.2,2,125.0,7837
transformer,Transformer.t5293518b,1,l2897780.2,2,3.4722222222222223,7838
transformer,Transformer.t5293518b,2,x2897780b.1.0,1,208.33333333333334,7840
transformer,Transformer.t5293518b,3,x2897780b.0.2,2,208.33333333333334,7843
transformer,Transformer.t226195194c,1,l3027124.3,3,3.4722222222222223,7844
transformer,Transformer.t226195194c,2,x3027124c.1.0,1,208.33333333333334,7846
transformer,Transformer.t226195194c,3,x3027124c.0.2,2,208.33333333333334,7849
transformer,Transformer.t21383494b,1,l2954361.2,2,3.4722222222222223,7850
transformer,Transformer.t21383494b,2,x2954361b.1.0,1,208.33333333333334,7852
transformer,Transformer.t21383494b,3,x2954361b.0.2,2,208.33333333333334,7855
transformer,Transformer.t5251863c,1,l2745811.3,3,3.4722222222222223,7856
transformer,Transformer.t5251863c,2,x2745811c.1.0,1,208.33333333333334,7858
transformer,Transformer.t5251863c,3,x2745811c.0.2,2,208.33333333333334,7861
transformer,Transformer.t5293645a,1,l2841633.1,1,3.4722222222222223,7862
transformer,Transformer.t5293645a,2,x2841633a.1.0,1,208.33333333333334,7864
transformer,Transformer.t5293645a,3,x2841633a.0.2,2,208.33333333333334,7867
transformer,Transformer.t21482431a,1,l2917359.1,1,2.0833333333333335,7868
transformer,Transformer.t21482431a,2,x2917359a.1.0,1,125.0,7870
transformer,Transformer.t21482431a,3,x2917359a.0.2,2,125.0,7873
transformer,Transformer.t5293480a,1,l2748158.1,1,2.0833333333333335,7874
transformer,Transformer.t5293480a,2,x2748158a.1.0,1,125.0,7876
transformer,Transformer.t5293480a,3,x2748158a.0.2,2,125.0,7879
transformer,Transformer.t21469911a,1,l2955047.1,1,3.4722222222222223,7880
transformer,Transformer.t21469911a,2,x2955047a.1.0,1,208.33333333333334,7882
transformer,Transformer.t21469911a,3,x2955047a.0.2,2,208.33333333333334,7885
transformer,Transformer.t5355432c,1,l3122837.3,3,5.208333333333333,7886
transformer,Transformer.t5355432c,2,x3122837c.1.0,1,312.5,7888
transformer,Transformer.t5355432c,3,x3122837c.0.2,2,312.5,7891
transformer,Transformer.t5323285b,1,l2804269.2,2,3.4722222222222223,7892
transformer,Transformer.t5323285b,2,x2804269b.1.0,1,208.33333333333334,7894
transformer,Transformer.t5323285b,3,x2804269b.0.2,2,208.33333333333334,7897
transformer,Transformer.t226192954c,1,l3157708.3,3,2.0833333333333335,7898
transformer,Transformer.t226192954c,2,x3157708c.1.0,1,125.0,7900
transformer,Transformer.t226192954c,3,x3157708c.0.2,2,125.0,7903
transformer,Transformer.t5207292c,1,l3179682.3,3,2.0833333333333335,7904
transformer,Transformer.t5207292c,2,x3179682c.1.0,1,125.0,7906
transformer,Transformer.t5207292c,3,x3179682c.0.2,2,125.0,7909
transformer,Transformer.t5337672b,1,l2822877.2,2,2.0833333333333335,7910
transformer,Transformer.t5337672b,2,x2822877b.1.0,1,125.0,7912
transformer,Transformer.t5337672b,3,x2822877b.0.2,2,125.0,7915
transformer,Transformer.t5442373c,1,l3141393.3,3,3.4722222222222223,7916
transformer,Transformer.t5442373c,2,x3141393c.1.0,1,208.33333333333334,7918
transformer,Transformer.t5442373c,3,x3141393c.0.2,2,208.33333333333334,7921
transformer,Transformer.t21470405a,1,l2897801.1,1,5.208333333333333,7922
transformer,Transformer.t21470405a,2,x2897801a.1.0,1,312.5,7924
transformer,Transformer.t21470405a,3,x2897801a.0.2,2,312.5,7927
transformer,Transformer.t5218474a,1,l3217056.1,1,6.944444444444445,7928
transformer,Transformer.t5218474a,2,x3217056a.1.0,1,416.6666666666667,7930
transformer,Transformer.t5218474a,3,x3217056a.0.2,2,416.6666666666667,7933
transformer,Transformer.t5218472a,1,l2936270.1,1,3.4722222222222223,7934
transformer,Transformer.t5218472a,2,x2936270a.1.0,1,208.33333333333334,7936
transformer,Transformer.t5218472a,3,x2936270a.0.2,2,208.33333333333334,7939
transformer,Transformer.t5356014a,1,l3235249.1,1,1.3888888888888888,7940
transformer,Transformer.t5356014a,2,x3235249a.1.0,1,83.33333333333334,7942
transformer,Transformer.t5356014a,3,x3235249a.0.2,2,83.33333333333334,7945
transformer,Transformer.t5260528c,1,l3217052.3,3,3.4722222222222223,7946
transformer,Transformer.t5260528c,2,x3217052c.1.0,1,208.33333333333334,7948
transformer,Transformer.t5260528c,3,x3217052c.0.2,2,208.33333333333334,7951
transformer,Transformer.t5355933a,1,l2916598.1,1,1.3888888888888888,7952
transformer,Transformer.t5355933a,2,x2916598a.1.0,1,83.33333333333334,7954
transformer,Transformer.t5355933a,3,x2916598a.0.2,2,83.33333333333334,7957
transformer,Transformer.t5138649a,1,l3048206.1,1,3.4722222222222223,7958
transformer,Transformer.t5138649a,2,x3048206a.1.0,1,208.33333333333334,7960
transformer,Transformer.t5138649a,3,x3048206a.0.2,2,208.33333333333334,7963
transformer,Transformer.t5391978c,1,l3141402.3,3,3.4722222222222223,7964
transformer,Transformer.t5391978c,2,x3141402c.1.0,1,208.33333333333334,7966
transformer,Transformer.t5391978c,3,x3141402c.0.2,2,208.33333333333334,7969
transformer,Transformer.t5138642a,1,l3235256.1,1,2.0833333333333335,7970
transformer,Transformer.t5138642a,2,x3235256a.1.0,1,125.0,7972
transformer,Transformer.t5138642a,3,x3235256a.0.2,2,125.0,7975
transformer,Transformer.t21149420a,1,l3178973.1,1,3.4722222222222223,7976
transformer,Transformer.t21149420a,2,x3178973a.1.0,1,208.33333333333334,7978
transformer,Transformer.t21149420a,3,x3178973a.0.2,2,208.33333333333334,7981
transformer,Transformer.t21382992a,1,l3197654.1,1,3.4722222222222223,7982
transformer,Transformer.t21382992a,2,x3197654a.1.0,1,208.33333333333334,7984
transformer,Transformer.t21382992a,3,x3197654a.0.2,2,208.33333333333334,7987
transformer,Transformer.t5338958c,1,l3066809.3,3,3.4722222222222223,7988
transformer,Transformer.t5338958c,2,x3066809c.1.0,1,208.33333333333334,7990
transformer,Transformer.t5338958c,3,x3066809c.0.2,2,208.33333333333334,7993
transformer,Transformer.t5355585b,1,l2766742.2,2,2.0833333333333335,7994
transformer,Transformer.t5355585b,2,x2766742b.1.0,1,125.0,7996
transformer,Transformer.t5355585b,3,x2766742b.0.2,2,125.0,7999
transformer,Transformer.t5338900a,1,l2991908.1,1,2.0833333333333335,8000
transformer,Transformer.t5338900a,2,x2991908a.1.0,1,125.0,8002
transformer,Transformer.t5338900a,3,x2991908a.0.2,2,125.0,8005
transformer,Transformer.t5323389b,1,l3065750.2,2,3.4722222222222223,8006
transformer,Transformer.t5323389b,2,x3065750b.1.0,1,208.33333333333334,8008
transformer,Transformer.t5323389b,3,x3065750b.0.2,2,208.33333333333334,8011
transformer,Transformer.t28127253a,1,l3085401.1,1,5.208333333333333,8012
transformer,Transformer.t28127253a,2,x3085401a.1.0,1,312.5,8014
transformer,Transformer.t28127253a,3,x3085401a.0.2,2,312.5,8017
transformer,Transformer.t21397067a,1,l2729413.1,1,2.0833333333333335,8018
transformer,Transformer.t21397067a,2,x2729413a.1.0,1,125.0,8020
transformer,Transformer.t21397067a,3,x2729413a.0.2,2,125.0,8023
transformer,Transformer.t5260520b,1,l3254915.2,2,0.6944444444444444,8024
transformer,Transformer.t5260520b,2,x3254915b.1.0,1,41.66666666666667,8026
transformer,Transformer.t5260520b,3,x3254915b.0.2,2,41.66666666666667,8029
transformer,Transformer.t5323250b,1,l2748131.2,2,2.0833333333333335,8030
transformer,Transformer.t5323250b,2,x2748131b.1.0,1,125.0,8032
transformer,Transformer.t5323250b,3,x2748131b.0.2,2,125.0,8035
transformer,Transformer.t5337659c,1,l3066810.3,3,3.4722222222222223,8036
transformer,Transformer.t5337659c,2,x3066810c.1.0,1,208.33333333333334,8038
transformer,Transformer.t5337659c,3,x3066810c.0.2,2,208.33333333333334,8041
transformer,Transformer.t28118903b,1,l2973146.2,2,3.4722222222222223,8042
transformer,Transformer.t28118903b,2,x2973146b.1.0,1,208.33333333333334,8044
transformer,Transformer.t28118903b,3,x2973146b.0.2,2,208.33333333333334,8047
transformer,Transformer.t21398646b,1,l2973180.2,2,3.4722222222222223,8048
transformer,Transformer.t21398646b,2,x2973180b.1.0,1,208.33333333333334,8050
transformer,Transformer.t21398646b,3,x2973180b.0.2,2,208.33333333333334,8053
transformer,Transformer.t5293656b,1,l2973167.2,2,2.0833333333333335,8054
transformer,Transformer.t5293656b,2,x2973167b.1.0,1,125.0,8056
transformer,Transformer.t5293656b,3,x2973167b.0.2,2,125.0,8059
transformer,Transformer.t5338910c,1,l2841621.3,3,3.4722222222222223,8060
transformer,Transformer.t5338910c,2,x2841621c.1.0,1,208.33333333333334,8062
transformer,Transformer.t5338910c,3,x2841621c.0.2,2,208.33333333333334,8065
transformer,Transformer.t28129923c,1,l3123509.3,3,2.0833333333333335,8066
transformer,Transformer.t28129923c,2,x3123509c.1.0,1,125.0,8068
transformer,Transformer.t28129923c,3,x3123509c.0.2,2,125.0,8071
transformer,Transformer.t5337716a,1,l2841627.1,1,2.0833333333333335,8072
transformer,Transformer.t5337716a,2,x2841627a.1.0,1,125.0,8074
transformer,Transformer.t5337716a,3,x2841627a.0.2,2,125.0,8077
transformer,Transformer.t5337698b,1,l3235250.2,2,1.3888888888888888,8078
transformer,Transformer.t5337698b,2,x3235250b.1.0,1,83.33333333333334,8080
transformer,Transformer.t5337698b,3,x3235250b.0.2,2,83.33333333333334,8083
transformer,Transformer.t2224386946a,1,l3728037.1,1,3.4722222222222223,8084
transformer,Transformer.t2224386946a,2,x3728037a.1.0,1,208.33333333333334,8086
transformer,Transformer.t2224386946a,3,x3728037a.0.2,2,208.33333333333334,8089
transformer,Transformer.t5330121b,1,l3142078.2,2,1.3888888888888888,8090
transformer,Transformer.t5330121b,2,x3142078b.1.0,1,83.33333333333334,8092
transformer,Transformer.t5330121b,3,x3142078b.0.2,2,83.33333333333334,8095
transformer,Transformer.t5323252b,1,l2879066.2,2,2.0833333333333335,8096
transformer,Transformer.t5323252b,2,x2879066b.1.0,1,125.0,8098
transformer,Transformer.t5323252b,3,x2879066b.0.2,2,125.0,8101
transformer,Transformer.t5441331c,1,l3235254.3,3,3.4722222222222223,8102
transformer,Transformer.t5441331c,2,x3235254c.1.0,1,208.33333333333334,8104
transformer,Transformer.t5441331c,3,x3235254c.0.2,2,208.33333333333334,8107
transformer,Transformer.t5260474a,1,l2917330.1,1,3.4722222222222223,8108
transformer,Transformer.t5260474a,2,x2917330a.1.0,1,208.33333333333334,8110
transformer,Transformer.t5260474a,3,x2917330a.0.2,2,208.33333333333334,8113
transformer,Transformer.t5355376b,1,l2914323.2,2,1.3888888888888888,8114
transformer,Transformer.t5355376b,2,x2914323b.1.0,1,83.33333333333334,8116
transformer,Transformer.t5355376b,3,x2914323b.0.2,2,83.33333333333334,8119
transformer,Transformer.t5338944c,1,l3197640.3,3,1.3888888888888888,8120
transformer,Transformer.t5338944c,2,x3197640c.1.0,1,83.33333333333334,8122
transformer,Transformer.t5338944c,3,x3197640c.0.2,2,83.33333333333334,8125
transformer,Transformer.t5260640c,1,l3179673.3,3,2.0833333333333335,8126
transformer,Transformer.t5260640c,2,x3179673c.1.0,1,125.0,8128
transformer,Transformer.t5260640c,3,x3179673c.0.2,2,125.0,8131
transformer,Transformer.t5274997c,1,l3048228.3,3,3.4722222222222223,8132
transformer,Transformer.t5274997c,2,x3048228c.1.0,1,208.33333333333334,8134
transformer,Transformer.t5274997c,3,x3048228c.0.2,2,208.33333333333334,8137
transformer,Transformer.t5138372c,1,l3104126.3,3,1.3888888888888888,8138
transformer,Transformer.t5138372c,2,x3104126c.1.0,1,83.33333333333334,8140
transformer,Transformer.t5138372c,3,x3104126c.0.2,2,83.33333333333334,8143
transformer,Transformer.t226308721a,1,l2990098.1,1,6.944444444444445,8144
transformer,Transformer.t226308721a,2,x2990098a.1.0,1,416.6666666666667,8146
transformer,Transformer.t226308721a,3,x2990098a.0.2,2,416.6666666666667,8149
transformer,Transformer.t21380616a,1,l2879067.1,1,3.4722222222222223,8150
transformer,Transformer.t21380616a,2,x2879067a.1.0,1,208.33333333333334,8152
transformer,Transformer.t21380616a,3,x2879067a.0.2,2,208.33333333333334,8155
transformer,Transformer.t226193170a,1,l3176656.1,1,3.4722222222222223,8156
transformer,Transformer.t226193170a,2,x3176656a.1.0,1,208.33333333333334,8158
transformer,Transformer.t226193170a,3,x3176656a.0.2,2,208.33333333333334,8161
transformer,Transformer.t5293666c,1,l2710532.3,3,1.3888888888888888,8162
transformer,Transformer.t5293666c,2,x2710532c.1.0,1,83.33333333333334,8164
transformer,Transformer.t5293666c,3,x2710532c.0.2,2,83.33333333333334,8167
transformer,Transformer.t5338994b,1,l3160115.2,2,6.944444444444445,8168
transformer,Transformer.t5338994b,2,x3160115b.1.0,1,416.6666666666667,8170
transformer,Transformer.t5338994b,3,x3160115b.0.2,2,416.6666666666667,8173
transformer,Transformer.t228665517c,1,l3103822.3,3,5.208333333333333,8174
transformer,Transformer.t228665517c,2,x3103822c.1.0,1,312.5,8176
transformer,Transformer.t228665517c,3,x3103822c.0.2,2,312.5,8179
transformer,Transformer.t5260647a,1,l2805034.1,1,1.3888888888888888,8180
transformer,Transformer.t5260647a,2,x2805034a.1.0,1,83.33333333333334,8182
transformer,Transformer.t5260647a,3,x2805034a.0.2,2,83.33333333333334,8185
transformer,Transformer.t226115278a,1,l3157167.1,1,2.0833333333333335,8186
transformer,Transformer.t226115278a,2,x3157167a.1.0,1,125.0,8188
transformer,Transformer.t226115278a,3,x3157167a.0.2,2,125.0,8191
transformer,Transformer.t5338977a,1,l2916620.1,1,1.3888888888888888,8192
transformer,Transformer.t5338977a,2,x2916620a.1.0,1,83.33333333333334,8194
transformer,Transformer.t5338977a,3,x2916620a.0.2,2,83.33333333333334,8197
transformer,Transformer.t5338977b,1,l2916620.2,2,1.3888888888888888,8198
transformer,Transformer.t5338977b,2,x2916620b.1.0,1,83.33333333333334,8200
transformer,Transformer.t5338977b,3,x2916620b.0.2,2,83.33333333333334,8203
transformer,Transformer.t5338977c,1,l2916620.3,3,1.3888888888888888,8204
transformer,Transformer.t5338977c,2,x2916620c.1.0,1,83.33333333333334,8206
transformer,Transformer.t5338977c,3,x2916620c.0.2,2,83.33333333333334,8209
transformer,Transformer.t5321876a,1,l3027132.1,1,2.0833333333333335,8210
transformer,Transformer.t5321876a,2,x3027132a.1.0,1,125.0,8212
transformer,Transformer.t5321876a,3,x3027132a.0.2,2,125.0,8215
transformer,Transformer.t5275001c,1,l2822862.3,3,2.0833333333333335,8216
transformer,Transformer.t5275001c,2,x2822862c.1.0,1,125.0,8218
transformer,Transformer.t5275001c,3,x2822862c.0.2,2,125.0,8221
transformer,Transformer.t227411650c,1,l2937757.3,3,3.4722222222222223,8222
transformer,Transformer.t227411650c,2,x2937757c.1.0,1,208.33333333333334,8224
transformer,Transformer.t227411650c,3,x2937757c.0.2,2,208.33333333333334,8227
transformer,Transformer.t21396699b,1,l2860483.2,2,3.4722222222222223,8228
transformer,Transformer.t21396699b,2,x2860483b.1.0,1,208.33333333333334,8230
transformer,Transformer.t21396699b,3,x2860483b.0.2,2,208.33333333333334,8233
transformer,Transformer.t5302412a,1,l3048210.1,1,5.208333333333333,8234
transformer,Transformer.t5302412a,2,x3048210a.1.0,1,312.5,8236
transformer,Transformer.t5302412a,3,x3048210a.0.2,2,312.5,8239
transformer,Transformer.t2223661373a,1,l3312692.1,1,3.4722222222222223,8240
transformer,Transformer.t2223661373a,2,x3312692a.1.0,1,208.33333333333334,8242
transformer,Transformer.t2223661373a,3,x3312692a.0.2,2,208.33333333333334,8245
transformer,Transformer.t226881700a,1,l3251854.1,1,3.4722222222222223,8246
transformer,Transformer.t226881700a,2,x3251854a.1.0,1,208.33333333333334,8248
transformer,Transformer.t226881700a,3,x3251854a.0.2,2,208.33333333333334,8251
transformer,Transformer.t5355777b,1,l3085398.2,2,3.4722222222222223,8252
transformer,Transformer.t5355777b,2,x3085398b.1.0,1,208.33333333333334,8254
transformer,Transformer.t5355777b,3,x3085398b.0.2,2,208.33333333333334,8257
transformer,Transformer.t5337671a,1,l3254207.1,1,2.0833333333333335,8258
transformer,Transformer.t5337671a,2,x3254207a.1.0,1,125.0,8260
transformer,Transformer.t5337671a,3,x3254207a.0.2,2,125.0,8263
transformer,Transformer.t5339018a,1,l2729424.1,1,2.0833333333333335,8264
transformer,Transformer.t5339018a,2,x2729424a.1.0,1,125.0,8266
transformer,Transformer.t5339018a,3,x2729424a.0.2,2,125.0,8269
transformer,Transformer.t21398676a,1,l3066816.1,1,2.0833333333333335,8270
transformer,Transformer.t21398676a,2,x3066816a.1.0,1,125.0,8272
transformer,Transformer.t21398676a,3,x3066816a.0.2,2,125.0,8275
transformer,Transformer.t5138469c,1,l2785518.3,3,2.0833333333333335,8276
transformer,Transformer.t5138469c,2,x2785518c.1.0,1,125.0,8278
transformer,Transformer.t5138469c,3,x2785518c.0.2,2,125.0,8281
transformer,Transformer.t5138373c,1,l3029503.3,3,2.0833333333333335,8282
transformer,Transformer.t5138373c,2,x3029503c.1.0,1,125.0,8284
transformer,Transformer.t5138373c,3,x3029503c.0.2,2,125.0,8287
transformer,Transformer.t5391995a,1,l2748140.1,1,3.4722222222222223,8288
transformer,Transformer.t5391995a,2,x2748140a.1.0,1,208.33333333333334,8290
transformer,Transformer.t5391995a,3,x2748140a.0.2,2,208.33333333333334,8293
transformer,Transformer.t225533423c,1,l2891575.3,3,2.0833333333333335,8294
transformer,Transformer.t225533423c,2,x2891575c.1.0,1,125.0,8296
transformer,Transformer.t225533423c,3,x2891575c.0.2,2,125.0,8299
transformer,Transformer.t5260568c,1,l2842329.3,3,2.0833333333333335,8300
transformer,Transformer.t5260568c,2,x2842329c.1.0,1,125.0,8302
transformer,Transformer.t5260568c,3,x2842329c.0.2,2,125.0,8305
transformer,Transformer.t5138754b,1,l3254212.2,2,5.208333333333333,8306
transformer,Transformer.t5138754b,2,x3254212b.1.0,1,312.5,8308
transformer,Transformer.t5138754b,3,x3254212b.0.2,2,312.5,8311
transformer,Transformer.t5260552a,1,l3198348.1,1,6.944444444444445,8312
transformer,Transformer.t5260552a,2,x3198348a.1.0,1,416.6666666666667,8314
transformer,Transformer.t5260552a,3,x3198348a.0.2,2,416.6666666666667,8317
transformer,Transformer.t5338968c,1,l3178979.3,3,5.208333333333333,8318
transformer,Transformer.t5338968c,2,x3178979c.1.0,1,312.5,8320
transformer,Transformer.t5338968c,3,x3178979c.0.2,2,312.5,8323
transformer,Transformer.t5247061a,1,l2879054.1,1,3.4722222222222223,8324
transformer,Transformer.t5247061a,2,x2879054a.1.0,1,208.33333333333334,8326
transformer,Transformer.t5247061a,3,x2879054a.0.2,2,208.33333333333334,8329
transformer,Transformer.t5391746b,1,l3085388.2,2,1.3888888888888888,8330
transformer,Transformer.t5391746b,2,x3085388b.1.0,1,83.33333333333334,8332
transformer,Transformer.t5391746b,3,x3085388b.0.2,2,83.33333333333334,8335
transformer,Transformer.t5338941c,1,l2991914.3,3,2.0833333333333335,8336
transformer,Transformer.t5338941c,2,x2991914c.1.0,1,125.0,8338
transformer,Transformer.t5338941c,3,x2991914c.0.2,2,125.0,8341
transformer,Transformer.t5338982b,1,l2785534.2,2,3.4722222222222223,8342
transformer,Transformer.t5338982b,2,x2785534b.1.0,1,208.33333333333334,8344
transformer,Transformer.t5338982b,3,x2785534b.0.2,2,208.33333333333334,8347
transformer,Transformer.t5339008b,1,l3122835.2,2,2.0833333333333335,8348
transformer,Transformer.t5339008b,2,x3122835b.1.0,1,125.0,8350
transformer,Transformer.t5339008b,3,x3122835b.0.2,2,125.0,8353
transformer,Transformer.t21391094a,1,l3085395.1,1,2.0833333333333335,8354
transformer,Transformer.t21391094a,2,x3085395a.1.0,1,125.0,8356
transformer,Transformer.t21391094a,3,x3085395a.0.2,2,125.0,8359
transformer,Transformer.t5138581a,1,l2879064.1,1,3.4722222222222223,8360
transformer,Transformer.t5138581a,2,x2879064a.1.0,1,208.33333333333334,8362
transformer,Transformer.t5138581a,3,x2879064a.0.2,2,208.33333333333334,8365
transformer,Transformer.t5338979b,1,l3066814.2,2,1.3888888888888888,8366
transformer,Transformer.t5338979b,2,x3066814b.1.0,1,83.33333333333334,8368
transformer,Transformer.t5338979b,3,x3066814b.0.2,2,83.33333333333334,8371
transformer,Transformer.t226308720a,1,l2821087.1,1,10.416666666666666,8372
transformer,Transformer.t226308720a,2,x2821087a.1.0,1,625.0,8374
transformer,Transformer.t226308720a,3,x2821087a.0.2,2,625.0,8377
transformer,Transformer.t5355595b,1,l2860479.2,2,1.3888888888888888,8378
transformer,Transformer.t5355595b,2,x2860479b.1.0,1,83.33333333333334,8380
transformer,Transformer.t5355595b,3,x2860479b.0.2,2,83.33333333333334,8383
transformer,Transformer.t2224387113a,1,l3728042.1,1,5.208333333333333,8384
transformer,Transformer.t2224387113a,2,x3728042a.1.0,1,312.5,8386
transformer,Transformer.t2224387113a,3,x3728042a.0.2,2,312.5,8389
transformer,Transformer.t21397005a,1,l2935557.1,1,5.208333333333333,8390
transformer,Transformer.t21397005a,2,x2935557a.1.0,1,312.5,8392
transformer,Transformer.t21397005a,3,x2935557a.0.2,2,312.5,8395
transformer,Transformer.t5274985c,1,l2822864.3,3,2.0833333333333335,8396
transformer,Transformer.t5274985c,2,x2822864c.1.0,1,125.0,8398
transformer,Transformer.t5274985c,3,x2822864c.0.2,2,125.0,8401
transformer,Transformer.t5321836a,1,l3235247.1,1,2.0833333333333335,8402
transformer,Transformer.t5321836a,2,x3235247a.1.0,1,125.0,8404
transformer,Transformer.t5321836a,3,x3235247a.0.2,2,125.0,8407
transformer,Transformer.t225673440a,1,l3251807.1,1,3.4722222222222223,8408
transformer,Transformer.t225673440a,2,x3251807a.1.0,1,208.33333333333334,8410
transformer,Transformer.t225673440a,3,x3251807a.0.2,2,208.33333333333334,8413
transformer,Transformer.t5337641c,1,l2804282.3,3,2.0833333333333335,8414
transformer,Transformer.t5337641c,2,x2804282c.1.0,1,125.0,8416
transformer,Transformer.t5337641c,3,x2804282c.0.2,2,125.0,8419
transformer,Transformer.t5293659c,1,l2935560.3,3,2.0833333333333335,8420
transformer,Transformer.t5293659c,2,x2935560c.1.0,1,125.0,8422
transformer,Transformer.t5293659c,3,x2935560c.0.2,2,125.0,8425
transformer,Transformer.t5339011b,1,l3104145.2,2,2.0833333333333335,8426
transformer,Transformer.t5339011b,2,x3104145b.1.0,1,125.0,8428
transformer,Transformer.t5339011b,3,x3104145b.0.2,2,125.0,8431
transformer,Transformer.t5218473a,1,l3086078.1,1,3.4722222222222223,8432
transformer,Transformer.t5218473a,2,x3086078a.1.0,1,208.33333333333334,8434
transformer,Transformer.t5218473a,3,x3086078a.0.2,2,208.33333333333334,8437
transformer,Transformer.t28121587a,1,l2860477.1,1,2.0833333333333335,8438
transformer,Transformer.t28121587a,2,x2860477a.1.0,1,125.0,8440
transformer,Transformer.t28121587a,3,x2860477a.0.2,2,125.0,8443
transformer,Transformer.t2224230689c,1,l3645811.3,3,10.416666666666666,8444
transformer,Transformer.t2224230689c,2,x3645811c.1.0,1,625.0,8446
transformer,Transformer.t2224230689c,3,x3645811c.0.2,2,625.0,8449
transformer,Transformer.t227734175b,1,l3102793.2,2,3.4722222222222223,8450
transformer,Transformer.t227734175b,2,x3102793b.1.0,1,208.33333333333334,8452
transformer,Transformer.t227734175b,3,x3102793b.0.2,2,208.33333333333334,8455
transformer,Transformer.t5337694b,1,l2991910.2,2,2.0833333333333335,8456
transformer,Transformer.t5337694b,2,x2991910b.1.0,1,125.0,8458
transformer,Transformer.t5337694b,3,x2991910b.0.2,2,125.0,8461
transformer,Transformer.t21357515a,1,l2710511.1,1,3.4722222222222223,8462
transformer,Transformer.t21357515a,2,x2710511a.1.0,1,208.33333333333334,8464
transformer,Transformer.t21357515a,3,x2710511a.0.2,2,208.33333333333334,8467
transformer,Transformer.t28127390c,1,l2860486.3,3,2.0833333333333335,8468
transformer,Transformer.t28127390c,2,x2860486c.1.0,1,125.0,8470
transformer,Transformer.t28127390c,3,x2860486c.0.2,2,125.0,8473
transformer,Transformer.t21387929c,1,l2935551.3,3,2.0833333333333335,8474
transformer,Transformer.t21387929c,2,x2935551c.1.0,1,125.0,8476
transformer,Transformer.t21387929c,3,x2935551c.0.2,2,125.0,8479
transformer,Transformer.t5355605b,1,l2729409.2,2,3.4722222222222223,8480
transformer,Transformer.t5355605b,2,x2729409b.1.0,1,208.33333333333334,8482
