AIDC,node,AIDC_fixed_PF_dVpu_per_kW,nearby_MESS_extra_load_proxy_dVpu_dP,nearby_MESS_extra_load_proxy_dVpu_dQ,AIDC_pure_dV_dP,AIDC_pure_dV_dQ
AIDC06,52.2,-5.793949417465412e-06,-3.2596832327659067e-06,-7.636870921487442e-06,,
AIDC06,52.3,-6.875171261123133e-06,-3.966155568731382e-06,-8.76366191577973e-06,,
AIDC06,53.1,-8.730956511189828e-06,-5.9411540509231015e-06,-8.398679327027932e-06,,
AIDC06,53.2,-5.800585701397636e-06,-3.2621374709287075e-06,-7.649489034140912e-06,,
AIDC06,53.3,-6.883136493533955e-06,-3.970262610706544e-06,-8.775428457622605e-06,,
AIDC06,54.1,-8.741055750518351e-06,-5.948852050641211e-06,-8.406072798332772e-06,,
AIDC06,54.2,-5.805096433393466e-06,-3.2639113060273574e-06,-7.65775327803522e-06,,
AIDC06,54.3,-6.887987626332988e-06,-3.97276254292173e-06,-8.782599428594104e-06,,
AIDC06,55.1,-8.74032655425965e-06,-5.948389945084757e-06,-8.405271007124102e-06,,
AIDC06,55.2,-5.806186473161971e-06,-3.2646136117208953e-06,-7.658928689259807e-06,,
AIDC06,55.3,-6.887591856364931e-06,-3.972497171725325e-06,-8.782202284373186e-06,,
AIDC06,56.1,-8.740468070197501e-06,-5.948520419234854e-06,-8.405306548728405e-06,,
AIDC06,56.2,-5.80671076119102e-06,-3.264923393036233e-06,-7.65958258796878e-06,,
AIDC06,56.3,-6.887293153735538e-06,-3.9723157118137725e-06,-8.781844658143026e-06,,
AIDC06,57.1,-8.769410464910522e-06,-5.970310459753196e-06,-8.427243085741395e-06,,
AIDC06,57.2,-5.818626494191939e-06,-3.269799584456401e-06,-7.680919463596136e-06,,
AIDC06,57.3,-6.899947006494417e-06,-3.9789229001765045e-06,-8.80030348225779e-06,,
AIDC06,58.2,-5.819582312465264e-06,-3.270383910894796e-06,-7.682063238345384e-06,,
AIDC06,59.2,-5.820583049948727e-06,-3.270977575212123e-06,-7.683306057927e-06,,
AIDC06,6.3,-2.314326866791654e-06,-1.3511254529940968e-06,-2.901609301949518e-06,,
AIDC06,60.1,-8.829393142535338e-06,-6.015553508529972e-06,-8.472473086037709e-06,,
AIDC06,60.2,-5.8460465442851925e-06,-3.281420190080247e-06,-7.72878889516816e-06,,
AIDC06,60.3,-6.926462554899152e-06,-3.992753183380807e-06,-8.839041233755284e-06,,
AIDC06,61.1,-8.830026871138178e-06,-6.0160805723643564e-06,-8.472819868007174e-06,,
AIDC06,61.2,-5.846281780014678e-06,-3.281485765200174e-06,-7.729306017608616e-06,,
AIDC06,61.3,-6.927000181793094e-06,-3.993042809960355e-06,-8.839809032265278e-06,,
AIDC06,610.1,-8.247612203797377e-06,-5.505124666810618e-06,-8.26020395615798e-06,,
AIDC06,610.2,-6.284133082681305e-06,-3.802646712309426e-06,-7.4770386497835974e-06,,
AIDC06,610.3,-7.0589663501167125e-06,-3.9783260907552765e-06,-9.280369697329852e-06,,
AIDC06,61s.1,-8.830026880973029e-06,-6.0160805790250805e-06,-8.472819877493343e-06,,
AIDC06,61s.2,-5.8462817884855666e-06,-3.2814857702607063e-06,-7.729306027973787e-06,,
AIDC06,61s.3,-6.927000189976659e-06,-3.993042814766214e-06,-8.839809043118237e-06,,
AIDC06,62.1,-8.828517845351187e-06,-6.0151704985052754e-06,-8.471035133213036e-06,,
AIDC06,62.2,-5.843157464112683e-06,-3.2796291144204653e-06,-7.725495717205023e-06,,
AIDC06,62.3,-6.9238654995623835e-06,-3.991050590573828e-06,-8.836416933550755e-06,,
AIDC06,63.1,-8.827465056732656e-06,-6.014673878017003e-06,-8.469391181006461e-06,,
AIDC06,63.2,-5.840932741253137e-06,-3.2783080079269953e-06,-7.722783905527847e-06,,
AIDC06,63.3,-6.924185928598771e-06,-3.991091508011749e-06,-8.837308553149372e-06,,
AIDC06,64.1,-8.821814246723671e-06,-6.011252522838474e-06,-8.462647250874846e-06,,
AIDC06,64.2,-5.837199938140965e-06,-3.276018753597956e-06,-7.71847408606465e-06,,
AIDC06,64.3,-6.925225029187607e-06,-3.991514289016262e-06,-8.839278065370869e-06,,
AIDC06,65.1,-8.814822392873775e-06,-6.006669353896295e-06,-8.455364056045916e-06,,
AIDC06,65.2,-5.833157920216733e-06,-3.273383524917431e-06,-7.714214531557188e-06,,
AIDC06,65.3,-6.926682539548537e-06,-3.9923571923834135e-06,-8.841282966077753e-06,,
AIDC06,66.1,-8.81406561616536e-06,-6.006147221327983e-06,-8.454635534955533e-06,,
AIDC06,66.2,-5.832229502457357e-06,-3.2726759732717405e-06,-7.71353325944853e-06,,
AIDC06,66.3,-6.931726159930202e-06,-3.995261581421119e-06,-8.847844594263934e-06,,
AIDC06,67.1,-9.186153766687188e-06,-6.260508781026835e-06,-8.809419726257763e-06,,
AIDC06,67.2,-5.971674693851442e-06,-3.350695247280379e-06,-7.898700823846023e-06,,
AIDC06,67.3,-7.1127636771994874e-06,-4.099357093952263e-06,-9.079387545262077e-06,,
AIDC06,68.1,-9.191705001401923e-06,-6.264318265116739e-06,-8.814821997135693e-06,,
AIDC06,69.1,-9.198035638868524e-06,-6.268663411174656e-06,-8.82098102267496e-06,,
AIDC06,7.1,-5.108813246495394e-06,-3.5002495705716663e-06,-4.8419594523200635e-06,,
AIDC06,7.2,-3.397482342352201e-06,-1.926387408923384e-06,-4.4329972476245145e-06,,
AIDC06,7.3,-4.033130505788129e-06,-2.3446851900403125e-06,-5.086372625666547e-06,,
AIDC06,70.1,-9.202495277819231e-06,-6.271725203470419e-06,-8.82531794001046e-06,,
AIDC06,71.1,-9.205004598988522e-06,-6.273448157774712e-06,-8.82775785872849e-06,,
AIDC06,72.1,-9.201955140868889e-06,-6.272273443429299e-06,-8.821636011607459e-06,,
AIDC06,72.2,-5.982964022090278e-06,-3.3562836745492376e-06,-7.915983701250866e-06,,
AIDC06,72.3,-7.122052205166575e-06,-4.104536128914496e-06,-9.09184728943251e-06,,
AIDC06,73.3,-7.122912852933908e-06,-4.105027922137723e-06,-9.093047374153783e-06,,
AIDC06,74.3,-7.121577894054527e-06,-4.1042560338185175e-06,-9.091407195796917e-06,,
AIDC06,75.3,-7.12432106576601e-06,-4.1058340608250965e-06,-9.094982284897483e-06,,
AIDC06,76.1,-9.213581530937159e-06,-6.2809184489238905e-06,-8.830674954712306e-06,,
AIDC06,76.2,-5.991304907822183e-06,-3.360544857752351e-06,-7.92834518466759e-06,,
AIDC06,76.3,-7.128506511069177e-06,-4.1081335480742905e-06,-9.100481894830612e-06,,
AIDC06,77.1,-9.229475511268252e-06,-6.2929955080657864e-06,-8.842177935151469e-06,,
AIDC06,77.2,-6.004508505136664e-06,-3.3672462329155043e-06,-7.947986921397482e-06,,
AIDC06,77.3,-7.139041321662675e-06,-4.1138661686829735e-06,-9.11500624481175e-06,,
AIDC06,78.1,-9.233389974366918e-06,-6.295952641035926e-06,-8.845061561259277e-06,,
AIDC06,78.2,-6.007473074848125e-06,-3.368718445811047e-06,-7.952489427011173e-06,,
AIDC06,78.3,-7.141864738400199e-06,-4.115417440662599e-06,-9.118856934269827e-06,,
AIDC06,79.1,-9.231998418472196e-06,-6.2950170561375775e-06,-8.843690449678737e-06,,
AIDC06,79.2,-6.008263876447153e-06,-3.369260042817424e-06,-7.953240757898643e-06,,
AIDC06,79.3,-7.141653540630224e-06,-4.115223191615415e-06,-9.118807807793611e-06,,
AIDC06,8.1,-6.54373727796476e-06,-4.469992942520972e-06,-6.242260803119022e-06,,
AIDC06,8.2,-4.35548566496659e-06,-2.4628390920807674e-06,-5.703329357622492e-06,,
AIDC06,8.3,-5.168799486680702e-06,-2.9961527972183375e-06,-6.545031486996701e-06,,
AIDC06,80.1,-9.254922738248327e-06,-6.31197469889689e-06,-8.861655640374322e-06,,
AIDC06,80.2,-6.019885662330811e-06,-3.374567088060614e-06,-7.97229425710204e-06,,
AIDC06,80.3,-7.15572745714065e-06,-4.123202772058811e-06,-9.13724804552234e-06,,
AIDC06,81.1,-9.262752004540445e-06,-6.317768511650127e-06,-8.867782317876744e-06,,
AIDC06,81.2,-6.023874356347903e-06,-3.376368694012141e-06,-7.978882667515837e-06,,
AIDC06,81.3,-7.161166569680485e-06,-4.126278135736835e-06,-9.144406247151397e-06,,
AIDC06,82.1,-9.2745900146499e-06,-6.326399599317114e-06,-8.877452023689971e-06,,
AIDC06,82.2,-6.029398065367165e-06,-3.3789162888466088e-06,-7.987841197568728e-06,,
AIDC06,82.3,-7.167661949093807e-06,-4.129944771808174e-06,-9.152950889087603e-06,,
AIDC06,83.1,-9.28550821079114e-06,-6.3344008704281386e-06,-8.886223203722575e-06,,
AIDC06,83.2,-6.035370328725396e-06,-3.38175463387505e-06,-7.997288083130437e-06,,
AIDC06,83.3,-7.1738908384619074e-06,-4.13347073158329e-06,-9.16110996657287e-06,,
AIDC06,84.3,-7.167922177772555e-06,-4.130165271759955e-06,-9.153211066746038e-06,,
AIDC06,85.3,-7.171080660813617e-06,-4.131982725548876e-06,-9.157327579896084e-06,,
AIDC06,86.1,-9.22647157582213e-06,-6.290733894170701e-06,-8.840070405854903e-06,,
AIDC06,86.2,-5.9987869229459264e-06,-3.364396402649565e-06,-7.939367773319919e-06,,
AIDC06,86.3,-7.13255355697718e-06,-4.1101922931172225e-06,-9.106458492070423e-06,,
AIDC06,87.1,-9.234318484849787e-06,-6.296754820131831e-06,-8.845650277203828e-06,,
AIDC06,87.2,-6.002846829319434e-06,-3.366404398698353e-06,-7.945586644513826e-06,,
AIDC06,87.3,-7.135974646156408e-06,-4.111978725165029e-06,-9.11139826439687e-06,,
AIDC06,88.1,-9.239238031201985e-06,-6.300114774788406e-06,-8.850384936754814e-06,,
AIDC06,89.1,-9.23345701899069e-06,-6.296512328020148e-06,-8.84380440422116e-06,,
AIDC06,89.2,-6.005137093465868e-06,-3.36770849127194e-06,-7.948576586111109e-06,,
AIDC06,89.3,-7.140027091828986e-06,-4.114357669315819e-06,-9.116452027841878e-06,,
AIDC06,9.1,-6.543116066114854e-06,-4.469576531869098e-06,-6.2416817407255465e-06,,
AIDC06,90.2,-6.008280799487074e-06,-3.3695111956334135e-06,-7.952636490203946e-06,,
AIDC06,91.1,-9.233482398016806e-06,-6.296739568224541e-06,-8.84321061643342e-06,,
AIDC06,91.2,-6.004719935312181e-06,-3.367473739495891e-06,-7.94803388889028e-06,,
AIDC06,91.3,-7.14334565903522e-06,-4.116238737157791e-06,-9.120796839845776e-06,,
AIDC06,92.3,-7.150161546753728e-06,-4.120163746228226e-06,-9.129555515931227e-06,,
AIDC06,93.1,-9.234425663435531e-06,-6.2974359994259135e-06,-8.843979825137316e-06,,
AIDC06,93.2,-6.0050694386611785e-06,-3.367667098423453e-06,-7.948507665300615e-06,,
AIDC06,93.3,-7.1431672476173235e-06,-4.116106092980138e-06,-9.12065589728944e-06,,
AIDC06,94.1,-9.236524369148538e-06,-6.298875736087672e-06,-8.846024372798548e-06,,
AIDC06,94_open.1,-8.741055750518351e-06,-5.948852050641211e-06,-8.406072798332772e-06,,
AIDC06,95.1,-9.23459998349987e-06,-6.297621370320892e-06,-8.843950769739324e-06,,
AIDC06,95.2,-6.00606440193281e-06,-3.3682688982254773e-06,-7.949712051323579e-06,,
AIDC06,95.3,-7.142607590811278e-06,-4.115757941280948e-06,-9.120006998261687e-06,,
AIDC06,96.2,-6.006767797751915e-06,-3.3686942471160258e-06,-7.950564283485844e-06,,
AIDC06,97.1,-9.187532225832478e-06,-6.2617082095004975e-06,-8.810042306694779e-06,,
AIDC06,97.2,-5.9741786518847726e-06,-3.3520176783283733e-06,-7.902286380815482e-06,,
AIDC06,97.3,-7.1122513090187626e-06,-4.098832962562572e-06,-9.079457871789e-06,,
AIDC06,98.1,-9.189886886929266e-06,-6.263284627954679e-06,-8.812424568141742e-06,,
AIDC06,98.2,-5.974181242430142e-06,-3.35193395809166e-06,-7.902551150977714e-06,,
AIDC06,98.3,-7.110159419364148e-06,-4.097583434132103e-06,-9.07691100600208e-06,,
AIDC06,99.1,-9.192142241947378e-06,-6.264755590950496e-06,-8.814797352025218e-06,,
AIDC06,99.2,-5.975387468648393e-06,-3.352547748447805e-06,-7.904379350542711e-06,,
AIDC06,99.3,-7.105417694605847e-06,-4.094795465477914e-06,-9.070994314966232e-06,,
AIDC06,9r.1,-6.543112780467329e-06,-4.469574289680163e-06,-6.2416786101895465e-06,,
AIDC06,idc_idc01_pcc.1,-3.421531157624831e-09,-7.422262762187317e-10,-8.073657085771972e-09,,
AIDC06,idc_idc01_pcc.2,-3.134951319971079e-09,-4.877824734313479e-10,-7.980114949090615e-09,,
AIDC06,idc_idc01_pcc.3,-3.234450618799405e-09,-5.5330355331574e-10,-8.080609901424252e-09,,
AIDC06,idc_idc02_pcc.1,-2.1730110083469904e-05,-1.4015587843432415e-05,-2.3222126683061477e-05,,
AIDC06,idc_idc02_pcc.2,-1.690700261314861e-05,-9.612958581375821e-06,-2.1979782050251385e-05,,
AIDC06,idc_idc02_pcc.3,-1.946533911000331e-05,-1.151466064977395e-05,-2.3948145611936586e-05,,
AIDC06,idc_idc03_pcc.1,-1.5157188006695621e-05,-9.690921547641696e-06,-1.645548214578505e-05,,
AIDC06,idc_idc03_pcc.2,-1.2502858461447197e-05,-7.210859796317346e-06,-1.594628770806175e-05,,
AIDC06,idc_idc03_pcc.3,-1.4259589956057793e-05,-8.60103081831153e-06,-1.704401562866216e-05,,
AIDC06,idc_idc04_pcc.1,-2.1717555807488266e-05,-1.4007262367734954e-05,-2.3209230125805894e-05,,
AIDC06,idc_idc04_pcc.2,-1.689986443644397e-05,-9.609179321434718e-06,-2.19695911195113e-05,,
AIDC06,idc_idc04_pcc.3,-1.945589009355915e-05,-1.1509059385174969e-05,-2.3936442678542337e-05,,
AIDC06,idc_idc05_pcc.1,-8.833216107406321e-06,-6.018276667054921e-06,-8.475945332250818e-06,,
AIDC06,idc_idc05_pcc.2,-5.8491175130518926e-06,-3.283191315915244e-06,-7.732801958014966e-06,,
AIDC06,idc_idc05_pcc.3,-6.929775166999359e-06,-3.994649170404246e-06,-8.843436546111526e-06,,
AIDC06,idc_idc06_pcc.1,-4.226625069254548e-05,-1.4575730461959327e-05,-2.4312791770252295e-05,,
AIDC06,idc_idc06_pcc.2,-3.6975323009188506e-05,-1.0210407092528131e-05,-2.291847658287891e-05,,
AIDC06,idc_idc06_pcc.3,-3.956123498575669e-05,-1.1845733859072124e-05,-2.4969911033636003e-05,,
AIDC06,idc_idc07_pcc.1,-1.2757196494869324e-05,-8.219311988381368e-06,-1.3660589114644914e-05,,
AIDC06,idc_idc07_pcc.2,-1.0195791594591239e-05,-5.693469574440241e-06,-1.3567312104438018e-05,,
AIDC06,idc_idc07_pcc.3,-1.2547305153562804e-05,-7.74503406499258e-06,-1.446486354402005e-05,,
AIDC06,idc_idc08_pcc.1,-1.2784389735070574e-05,-8.236508006534138e-06,-1.3690809902783698e-05,,
AIDC06,idc_idc08_pcc.2,-1.0188838469760658e-05,-5.6894397150974514e-06,-1.3558551862081369e-05,,
AIDC06,idc_idc08_pcc.3,-1.2532548081963279e-05,-7.735799678614827e-06,-1.44479824905336e-05,,
AIDC06,idc_idc09_pcc.1,-8.686674966784961e-06,-5.907037881459787e-06,-8.367341283567433e-06,,
AIDC06,idc_idc09_pcc.2,-5.788957274461248e-06,-3.2596969492551337e-06,-7.621861580565238e-06,,
AIDC06,idc_idc09_pcc.3,-6.8662287194111355e-06,-3.961990800488471e-06,-8.749084535505595e-06,,
AIDC06,idc_idc10_pcc.1,-9.264098971633084e-06,-6.318690757502316e-06,-8.86909684888723e-06,,
AIDC06,idc_idc10_pcc.2,-6.025088755362287e-06,-3.3771022611942216e-06,-7.980353998999847e-06,,
AIDC06,idc_idc10_pcc.3,-7.162325426015735e-06,-4.126943057596591e-06,-9.145920155125065e-06,,
AIDC06,idc_idc11_pcc.1,-9.233070245669273e-06,-6.295751310808636e-06,-8.844735330073038e-06,,
AIDC06,idc_idc11_pcc.2,-6.0092307663479865e-06,-3.3698435666702218e-06,-7.954413902149022e-06,,
AIDC06,idc_idc11_pcc.3,-7.142585384909632e-06,-4.115757967170653e-06,-9.120024695287474e-06,,
AIDC06,idc_idc12_pcc.1,-9.18920429984874e-06,-6.263364747018879e-06,-8.810365031390672e-06,,
AIDC06,idc_idc12_pcc.2,-5.98080381208639e-06,-3.3560231272388432e-06,-7.910194195513383e-06,,
AIDC06,idc_idc12_pcc.3,-7.1144184917516e-06,-4.099512251719413e-06,-9.084021513756061e-06,,
AIDC06,mess_idc01_pcc.1,-3.420280588740088e-09,-7.420840534664985e-10,-8.070303567015198e-09,,
AIDC06,mess_idc01_pcc.2,-3.1337059753057887e-09,-4.876578238434215e-10,-7.976726254343536e-09,,
AIDC06,mess_idc01_pcc.3,-3.2331864917393234e-09,-5.531654402725417e-10,-8.077204213990467e-09,,
AIDC06,mess_idc02_pcc.1,-2.1715226668395775e-05,-1.4006032659406291e-05,-2.320588851620276e-05,,
AIDC06,mess_idc02_pcc.2,-1.6894853755315587e-05,-9.60591311942951e-06,-2.19642796942192e-05,,
AIDC06,mess_idc02_pcc.3,-1.9452049997452023e-05,-1.150678810069638e-05,-2.3931672711193637e-05,,
AIDC06,mess_idc03_pcc.1,-1.514693844508345e-05,-9.684423904912887e-06,-1.644404125036297e-05,,
AIDC06,mess_idc03_pcc.2,-1.2493689024569838e-05,-7.205449463388776e-06,-1.5934863330231408e-05,,
AIDC06,mess_idc03_pcc.3,-1.424985630006925e-05,-8.59513429872515e-06,-1.7032336369005422e-05,,
AIDC06,mess_idc04_pcc.1,-2.170977753274752e-05,-1.4002267764002152e-05,-2.3200746964115532e-05,,
AIDC06,mess_idc04_pcc.2,-1.689352412588371e-05,-9.605503300984831e-06,-2.19614980827276e-05,,
AIDC06,mess_idc04_pcc.3,-1.9448949942292715e-05,-1.150494768187199e-05,-2.3927840972578305e-05,,
AIDC06,mess_idc05_pcc.1,-8.830026627046402e-06,-6.016080406052546e-06,-8.472819633899402e-06,,
AIDC06,mess_idc05_pcc.2,-5.846281620487644e-06,-3.2814856759198838e-06,-7.729305805783736e-06,,
AIDC06,mess_idc05_pcc.3,-6.926999990826013e-06,-3.993042699996078e-06,-8.839808788978518e-06,,
AIDC06,mess_idc06_pcc.1,-2.2638268591728742e-05,-2.8086500064557588e-05,-0.00010203696412045225,,
AIDC06,mess_idc06_pcc.2,-1.7804286955384267e-05,-2.341268417596763e-05,-9.88561973459233e-05,,
AIDC06,mess_idc06_pcc.3,-2.012294397530508e-05,-2.5229600213180297e-05,-0.00010195437662675412,,
AIDC06,mess_idc07_pcc.1,-1.2754124569700706e-05,-8.217350879256166e-06,-1.3657199596514418e-05,,
AIDC06,mess_idc07_pcc.2,-1.0193098299870512e-05,-5.6919258690111565e-06,-1.3563819079791568e-05,,
AIDC06,mess_idc07_pcc.3,-1.2544299687776286e-05,-7.74316309055936e-06,-1.446140706736862e-05,,
AIDC06,mess_idc08_pcc.1,-1.2777392964981029e-05,-8.2320395241473e-06,-1.3683094780962561e-05,,
AIDC06,mess_idc08_pcc.2,-1.018267485414692e-05,-5.6859079029144e-06,-1.3550554984326122e-05,,
AIDC06,mess_idc08_pcc.3,-1.252560912435032e-05,-7.731480668138754e-06,-1.444000133825756e-05,,
AIDC06,mess_idc09_pcc.1,-8.677508021017659e-06,-5.9007797389179045e-06,-8.358430761290277e-06,,
AIDC06,mess_idc09_pcc.2,-5.781818237072241e-06,-3.2555234752388173e-06,-7.612838671324151e-06,,
AIDC06,mess_idc09_pcc.3,-6.858828039597324e-06,-3.9577311545183405e-06,-8.739512984784814e-06,,
AIDC06,mess_idc10_pcc.1,-9.262751738395347e-06,-6.3177683300430225e-06,-8.86778206290338e-06,,
AIDC06,mess_idc10_pcc.2,-6.023874183142965e-06,-3.376368596956039e-06,-7.97888243810461e-06,,
AIDC06,mess_idc10_pcc.3,-7.1611663637012545e-06,-4.126278017068271e-06,-9.144405984244848e-06,,
AIDC06,mess_idc11_pcc.1,-9.231998153019514e-06,-6.295016875137152e-06,-8.84369019540678e-06,,
AIDC06,mess_idc11_pcc.2,-6.008263703857308e-06,-3.369259945940114e-06,-7.953240529304993e-06,,
AIDC06,mess_idc11_pcc.3,-7.141653335347493e-06,-4.115223073335053e-06,-9.118807545607207e-06,,
AIDC06,mess_idc12_pcc.1,-9.187537094264505e-06,-6.262221312535509e-06,-8.808742918855602e-06,,
AIDC06,mess_idc12_pcc.2,-5.97924976595681e-06,-3.355084944797847e-06,-7.908309840488943e-06,,
AIDC06,mess_idc12_pcc.3,-7.112937111597122e-06,-4.098662777816319e-06,-9.082084951171474e-06,,
AIDC06,mess_sta01_pcc.1,-1.2760438498528937e-05,-8.22130408689336e-06,-1.3664347120750231e-05,,
AIDC06,mess_sta01_pcc.2,-1.0189943996154858e-05,-5.6901794883422685e-06,-1.3559564117105237e-05,,
AIDC06,mess_sta01_pcc.3,-1.2538219810258287e-05,-7.739357184557542e-06,-1.4454468486353983e-05,,
AIDC06,mess_sta02_pcc.1,-8.741055499231878e-06,-5.948851879601783e-06,-8.406072556721684e-06,,
AIDC06,mess_sta02_pcc.2,-5.805096266532624e-06,-3.263911212169975e-06,-7.65775305787836e-06,,
AIDC06,mess_sta02_pcc.3,-6.887987428240035e-06,-3.972762428699652e-06,-8.782599176116417e-06,,
AIDC06,mess_sta03_pcc.1,-9.234599718113467e-06,-6.297621189294054e-06,-8.843950515521348e-06,,
AIDC06,mess_sta03_pcc.2,-6.006064229310528e-06,-3.3682688014003415e-06,-7.94971182275086e-06,,
AIDC06,mess_sta03_pcc.3,-7.142607385603548e-06,-4.115757822968245e-06,-9.12000673605251e-06,,
AIDC06,mess_sta04_pcc.1,-8.821813992919251e-06,-6.011252349985812e-06,-8.462647007583408e-06,,
AIDC06,mess_sta04_pcc.2,-5.837199770504267e-06,-3.276018659420806e-06,-7.718473864154163e-06,,
AIDC06,mess_sta04_pcc.3,-6.925224830182016e-06,-3.991514174263545e-06,-8.839277811278268e-06,,
AIDC06,mess_sta05_pcc.1,-8.828517591382568e-06,-6.015170325562281e-06,-8.471034889645629e-06,,
AIDC06,mess_sta05_pcc.2,-5.843157296047058e-06,-3.2796290201369078e-06,-7.725495495087443e-06,,
AIDC06,mess_sta05_pcc.3,-6.923865300543574e-06,-3.991050475842027e-06,-8.836416679528468e-06,,
AIDC06,mess_sta06_pcc.1,-9.189886622581993e-06,-6.263284447892847e-06,-8.812424314793186e-06,,
AIDC06,mess_sta06_pcc.2,-5.974181070573177e-06,-3.3519338617259995e-06,-7.902550923802885e-06,,
AIDC06,mess_sta06_pcc.3,-7.110159214814544e-06,-4.097583316325926e-06,-9.076910745053182e-06,,
AIDC06,mess_sta07_pcc.1,-9.193151693000698e-06,-6.2653296624513426e-06,-8.816109122940152e-06,,
AIDC06,mess_sta07_pcc.2,-5.974818812245142e-06,-3.352143686995689e-06,-7.903883152881589e-06,,
AIDC06,mess_sta07_pcc.3,-7.103634747485703e-06,-4.093767966516938e-06,-9.068718152050077e-06,,
AIDC06,mess_sta08_pcc.1,-9.186153502530805e-06,-6.260508601064718e-06,-8.80941947299598e-06,,
AIDC06,mess_sta08_pcc.2,-5.971674522093898e-06,-3.3506951509215777e-06,-7.898700596712058e-06,,
AIDC06,mess_sta08_pcc.3,-7.112763472601712e-06,-4.099356976106277e-06,-9.079387284223731e-06,,
AIDC06,mess_sta09_pcc.1,-9.254922472230997e-06,-6.311974517388123e-06,-8.86165538554079e-06,,
AIDC06,mess_sta09_pcc.2,-6.0198854892786145e-06,-3.374566991038149e-06,-7.97229402790668e-06,,
AIDC06,mess_sta09_pcc.3,-7.15572725143853e-06,-4.12320265350092e-06,-9.13724778280979e-06,,
AIDC06,mess_sta10_pcc.1,-9.233482132600819e-06,-6.296739387161326e-06,-8.84321036221368e-06,,
AIDC06,mess_sta10_pcc.2,-6.004719762798088e-06,-3.3674736426786113e-06,-7.948033660435561e-06,,
AIDC06,mess_sta10_pcc.3,-7.143345453784494e-06,-4.116238618811088e-06,-9.120796577620518e-06,,
AIDC06,mess_sta11_pcc.1,-9.23431821937369e-06,-6.296754639092352e-06,-8.845650022916675e-06,,
AIDC06,mess_sta11_pcc.2,-6.002846656717891e-06,-3.3664043019777444e-06,-7.945586416065054e-06,,
AIDC06,mess_sta11_pcc.3,-7.135974440891929e-06,-4.111978606940533e-06,-9.11139800244141e-06,,
AIDC06,mess_sta12_pcc.1,-9.285507943688646e-06,-6.334400688280866e-06,-8.886222948320512e-06,,
AIDC06,mess_sta12_pcc.2,-6.035370155082388e-06,-3.3817545366845473e-06,-7.997287853230958e-06,,
AIDC06,mess_sta12_pcc.3,-7.173890632304111e-06,-4.133470612724378e-06,-9.161109703190768e-06,,
AIDC07,1.1,-2.9112662390371445e-06,-2.0035906910793365e-06,-2.7497936420871084e-06,,
AIDC07,1.2,-1.918809639876168e-06,-1.0834767526050081e-06,-2.5316975385315322e-06,,
AIDC07,1.3,-2.309121139589523e-06,-1.3476872016556972e-06,-2.913414152336454e-06,,
AIDC07,10.1,-6.481566772134729e-06,-4.428311731650032e-06,-6.220397929046388e-06,,
AIDC07,100.1,-9.131220976773746e-06,-6.223834142684324e-06,-8.80923157649139e-06,,
AIDC07,100.2,-5.87289432754202e-06,-3.2662345187453668e-06,-7.900320559301035e-06,,
AIDC07,100.3,-7.084416241698929e-06,-4.080948664905457e-06,-9.102056905522461e-06,,
AIDC07,101.1,-9.125033885865435e-06,-6.220123609168824e-06,-8.801728633204683e-06,,
AIDC07,101.2,-5.874609416414549e-06,-3.2674184811014524e-06,-7.901920428134917e-06,,
AIDC07,101.3,-7.094603969810803e-06,-4.086699094748335e-06,-9.115536203099091e-06,,
AIDC07,102.3,-7.099414216400208e-06,-4.0894130775817965e-06,-9.121932242520678e-06,,
AIDC07,103.3,-7.104956250151469e-06,-4.092539947464912e-06,-9.12930146452778e-06,,
AIDC07,104.3,-7.1108964292620885e-06,-4.0958914788008525e-06,-9.137200337031638e-06,,
AIDC07,105.1,-9.126121686798911e-06,-6.221021228120334e-06,-8.802342714365296e-06,,
AIDC07,105.2,-5.876879977517052e-06,-3.268816049406691e-06,-7.904565192177254e-06,,
AIDC07,105.3,-7.09350055753942e-06,-4.085873485148225e-06,-9.114690740524643e-06,,
AIDC07,106.2,-5.880957183180838e-06,-3.2712452148578775e-06,-7.909586992554678e-06,,
AIDC07,107.2,-5.886150862483223e-06,-3.2743402545723696e-06,-7.915981983398006e-06,,
AIDC07,108.1,-9.126890414174584e-06,-6.221563647162152e-06,-8.803068887694437e-06,,
AIDC07,108.2,-5.876789422113804e-06,-3.2688147335771648e-06,-7.904275860600582e-06,,
AIDC07,108.3,-7.0940151116252234e-06,-4.0860026302461e-06,-9.115866993262727e-06,,
AIDC07,109.1,-9.128450614554359e-06,-6.222598683013147e-06,-8.80477455950994e-06,,
AIDC07,11.1,-6.47916847480698e-06,-4.426672198436577e-06,-6.2180945993469636e-06,,
AIDC07,110.1,-9.126305914984119e-06,-6.221126226852309e-06,-8.802780092845948e-06,,
AIDC07,111.1,-9.129328886576776e-06,-6.223178890652468e-06,-8.805752562837354e-06,,
AIDC07,112.1,-9.124754374954915e-06,-6.220065964644335e-06,-8.801302141833318e-06,,
AIDC07,113.1,-9.11893395463267e-06,-6.21609108766649e-06,-8.79573968352189e-06,,
AIDC07,114.1,-9.12063988179092e-06,-6.217249460413665e-06,-8.797417124944485e-06,,
AIDC07,12.2,-4.284861542192854e-06,-2.403509895450111e-06,-5.701965846419158e-06,,
AIDC07,13.1,-8.601129435106987e-06,-5.849666554755819e-06,-8.335623780893242e-06,,
